Location,n,Percentage,95% CI
Alabama,,,
Less than H.S.,156,32.8,27.1-38.5
H.S. or G.E.D.,458,27.5,24.6-30.5
Some post-H.S.,329,18.3,15.9-20.8
College graduate,139,5.7,4.5-6.9
Alaska,,,
Less than H.S.,24,26.5,13.0-40.0
H.S. or G.E.D.,130,18.9,14.1-23.8
Some post-H.S.,92,10.8,7.4-14.2
College graduate,51,3.7,2.2-5.2
Arizona,,,
Less than H.S.,161,35.5,28.1-42.9
H.S. or G.E.D.,415,22.0,18.7-25.2
Some post-H.S.,433,16.9,14.3-19.4
College graduate,222,6.9,5.4-8.3
Arkansas,,,
Less than H.S.,117,32.5,25.6-39.4
H.S. or G.E.D.,381,26.2,22.8-29.5
Some post-H.S.,261,22.0,18.5-25.5
College graduate,113,7.9,6.0-9.8
California,,,
Less than H.S.,378,25.3,22.6-27.9
H.S. or G.E.D.,355,16.7,14.7-18.7
Some post-H.S.,341,11.5,10.0-13.0
College graduate,237,4.5,3.7-5.3
Colorado,,,
Less than H.S.,149,32.2,27.2-37.2
H.S. or G.E.D.,324,20.6,18.2-22.9
Some post-H.S.,322,14.3,12.5-16.1
College graduate,212,4.6,3.8-5.4
Connecticut,,,
Less than H.S.,99,31.3,25.3-37.3
H.S. or G.E.D.,320,16.8,14.6-19.1
Some post-H.S.,230,9.3,7.7-10.9
College graduate,143,3.9,3.0-4.7
Delaware,,,
Less than H.S.,103,30.6,23.2-38.1
H.S. or G.E.D.,200,19.9,16.4-23.4
Some post-H.S.,121,13.0,10.0-16.0
College graduate,63,2.5,1.7-3.4
District of Columbia,,,
Less than H.S.,27,24.5,14.5-34.5
H.S. or G.E.D.,89,27.1,20.9-33.2
Some post-H.S.,72,16.7,12.0-21.3
College graduate,63,3.8,2.5-5.1
Florida,,,
Less than H.S.,395,28.8,23.9-33.8
H.S. or G.E.D.,"1,091",26.4,23.4-29.5
Some post-H.S.,853,16.8,14.6-19.0
College graduate,412,8.5,6.7-10.3
Georgia,,,
Less than H.S.,248,39.7,33.8-45.6
H.S. or G.E.D.,425,25.8,22.2-29.4
Some post-H.S.,316,15.4,12.9-18.0
College graduate,158,5.6,4.3-6.9
Hawaii,,,
Less than H.S.,82,30.6,23.3-38.0
H.S. or G.E.D.,403,20.6,18.3-22.9
Some post-H.S.,306,13.4,11.6-15.3
College graduate,197,5.0,4.1-6.0
Idaho,,,
Less than H.S.,94,32.0,23.8-40.1
H.S. or G.E.D.,285,19.7,16.4-23.0
Some post-H.S.,257,15.9,12.8-19.1
College graduate,112,6.0,4.4-7.5
Illinois,,,
Less than H.S.,111,29.1,23.8-34.3
H.S. or G.E.D.,245,19.8,17.2-22.5
Some post-H.S.,199,13.8,11.7-15.9
College graduate,131,4.5,3.6-5.4
Indiana,,,
Less than H.S.,160,30.0,25.0-34.9
H.S. or G.E.D.,548,21.8,19.7-24.0
Some post-H.S.,327,15.5,13.6-17.4
College graduate,168,5.5,4.5-6.5
Iowa,,,
Less than H.S.,130,30.6,25.6-35.7
H.S. or G.E.D.,484,18.1,16.3-19.8
Some post-H.S.,355,12.2,10.8-13.6
College graduate,147,4.3,3.5-5.1
Kansas,,,
Less than H.S.,96,31.1,24.8-37.4
H.S. or G.E.D.,489,19.7,17.8-21.6
Some post-H.S.,456,14.0,12.6-15.4
College graduate,194,4.2,3.5-4.9
Kentucky,,,
Less than H.S.,111,28.1,21.5-34.7
H.S. or G.E.D.,229,15.3,12.6-18.1
Some post-H.S.,185,10.5,8.3-12.8
College graduate,75,4.1,2.7-5.4
Louisiana,,,
Less than H.S.,109,32.0,25.9-38.0
H.S. or G.E.D.,315,24.9,22.0-27.9
Some post-H.S.,209,17.8,15.0-20.6
College graduate,75,5.6,4.0-7.1
Maine,,,
Less than H.S.,134,28.5,21.2-35.9
H.S. or G.E.D.,719,23.0,20.5-25.5
Some post-H.S.,463,13.9,11.8-16.0
College graduate,290,5.9,4.8-7.1
Maryland,,,
Less than H.S.,258,36.0,30.8-41.3
H.S. or G.E.D.,733,18.6,16.5-20.6
Some post-H.S.,443,10.9,9.3-12.4
College graduate,269,3.4,2.7-4.0
Massachusetts,,,
Less than H.S.,91,35.1,28.0-42.1
H.S. or G.E.D.,257,19.3,16.5-22.0
Some post-H.S.,207,12.5,10.2-14.8
College graduate,183,4.1,3.3-4.9
Michigan,,,
Less than H.S.,88,28.7,22.2-35.2
H.S. or G.E.D.,501,21.8,19.6-24.0
Some post-H.S.,423,13.0,11.5-14.5
College graduate,218,5.6,4.7-6.5
Minnesota,,,
Less than H.S.,165,30.7,26.1-35.4
H.S. or G.E.D.,552,17.8,16.2-19.5
Some post-H.S.,541,11.1,10.0-12.1
College graduate,290,4.0,3.5-4.6
Mississippi,,,
Less than H.S.,187,37.4,31.6-43.2
H.S. or G.E.D.,386,30.5,27.1-33.9
Some post-H.S.,266,20.9,17.9-23.9
College graduate,123,7.7,6.0-9.4
Missouri,,,
Less than H.S.,119,28.7,22.8-34.7
H.S. or G.E.D.,468,21.3,18.8-23.7
Some post-H.S.,282,14.1,11.9-16.3
College graduate,127,4.7,3.6-5.8
Montana,,,
Less than H.S.,71,28.5,21.8-35.1
H.S. or G.E.D.,325,21.9,19.4-24.4
Some post-H.S.,314,17.2,15.0-19.3
College graduate,164,7.3,6.0-8.6
Nebraska,,,
Less than H.S.,236,28.7,24.4-33.0
H.S. or G.E.D.,971,19.4,17.7-21.1
Some post-H.S.,733,13.8,12.4-15.2
College graduate,287,4.6,3.9-5.4
Nevada,,,
Less than H.S.,61,30.4,22.7-38.2
H.S. or G.E.D.,118,23.6,18.5-28.6
Some post-H.S.,105,13.1,10.0-16.3
College graduate,43,3.6,2.3-5.0
New Hampshire,,,
Less than H.S.,45,23.6,15.1-32.0
H.S. or G.E.D.,270,17.2,14.6-19.8
Some post-H.S.,160,10.1,8.0-12.3
College graduate,87,3.3,2.0-4.6
New Mexico,,,
Less than H.S.,191,38.1,32.5-43.6
H.S. or G.E.D.,368,30.3,26.7-33.8
Some post-H.S.,317,20.3,17.4-23.2
College graduate,176,8.2,6.6-9.8
New York,,,
Less than H.S.,291,38.7,34.0-43.4
H.S. or G.E.D.,695,22.4,20.1-24.6
Some post-H.S.,517,15.8,13.9-17.7
College graduate,368,6.2,5.3-7.2
North Carolina,,,
Less than H.S.,111,38.0,31.3-44.6
H.S. or G.E.D.,196,25.7,22.0-29.4
Some post-H.S.,174,15.9,13.4-18.5
College graduate,56,3.4,2.4-4.4
North Dakota,,,
Less than H.S.,57,22.7,14.1-31.3
H.S. or G.E.D.,215,15.3,12.5-18.2
Some post-H.S.,188,9.5,7.5-11.5
College graduate,100,4.9,3.5-6.3
Ohio,,,
Less than H.S.,249,30.6,25.1-36.1
H.S. or G.E.D.,"1,025",22.8,20.7-24.9
Some post-H.S.,574,16.0,14.1-17.9
College graduate,255,5.4,4.2-6.5
Oklahoma,,,
Less than H.S.,140,37.1,31.2-43.0
H.S. or G.E.D.,354,22.6,20.0-25.2
Some post-H.S.,319,17.7,15.5-19.9
College graduate,127,6.0,4.7-7.2
Oregon,,,
Less than H.S.,100,36.8,30.0-43.5
H.S. or G.E.D.,241,21.7,18.8-24.6
Some post-H.S.,263,16.8,14.5-19.0
College graduate,134,5.8,4.7-7.0
Pennsylvania,,,
Less than H.S.,86,30.7,23.8-37.6
H.S. or G.E.D.,357,18.8,16.7-21.0
Some post-H.S.,203,12.8,10.6-15.0
College graduate,158,4.9,4.0-5.9
Rhode Island,,,
Less than H.S.,106,38.6,30.5-46.7
H.S. or G.E.D.,248,19.7,16.4-22.9
Some post-H.S.,194,13.7,11.0-16.5
College graduate,141,4.9,3.8-6.1
South Carolina,,,
Less than H.S.,146,28.2,22.9-33.5
H.S. or G.E.D.,425,23.9,21.2-26.6
Some post-H.S.,271,13.8,11.7-15.9
College graduate,125,3.9,3.1-4.8
South Dakota,,,
Less than H.S.,84,33.7,20.5-46.8
H.S. or G.E.D.,325,20.5,16.4-24.7
Some post-H.S.,264,13.0,9.5-16.5
College graduate,137,6.4,4.3-8.5
Tennessee,,,
Less than H.S.,172,36.2,30.1-42.2
H.S. or G.E.D.,443,24.6,21.8-27.5
Some post-H.S.,245,14.8,12.3-17.3
College graduate,106,5.2,3.7-6.7
Texas,,,
Less than H.S.,354,36.1,30.3-42.0
H.S. or G.E.D.,632,28.2,24.7-31.8
Some post-H.S.,499,15.0,12.6-17.4
College graduate,284,5.5,4.3-6.7
Utah,,,
Less than H.S.,116,27.2,22.0-32.3
H.S. or G.E.D.,367,13.7,12.0-15.3
Some post-H.S.,362,10.6,9.3-11.9
College graduate,195,3.9,3.3-4.6
Vermont,,,
Less than H.S.,52,32.8,23.2-42.4
H.S. or G.E.D.,304,20.7,17.4-24.1
Some post-H.S.,190,11.8,9.4-14.2
College graduate,165,5.7,4.2-7.3
Virginia,,,
Less than H.S.,202,36.2,30.9-41.6
H.S. or G.E.D.,456,19.9,17.6-22.2
Some post-H.S.,326,12.3,10.5-14.1
College graduate,170,3.4,2.7-4.1
Washington,,,
Less than H.S.,170,29.7,25.0-34.3
H.S. or G.E.D.,422,16.9,15.0-18.8
Some post-H.S.,441,11.6,10.2-13.0
College graduate,253,4.6,3.9-5.4
West Virginia,,,
Less than H.S.,134,32.3,26.7-37.9
H.S. or G.E.D.,398,22.9,20.2-25.5
Some post-H.S.,200,15.5,12.8-18.3
College graduate,92,6.7,5.1-8.4
Wisconsin,,,
Less than H.S.,52,31.2,21.9-40.6
H.S. or G.E.D.,251,16.1,13.7-18.5
Some post-H.S.,179,11.2,9.1-13.4
College graduate,102,4.1,3.0-5.1
Wyoming,,,
Less than H.S.,42,23.0,14.6-31.4
H.S. or G.E.D.,228,17.7,14.5-20.9
Some post-H.S.,239,15.8,13.0-18.5
College graduate,88,4.9,3.4-6.3
Guam,,,
Less than H.S.,33,25.1,14.2-36.1
H.S. or G.E.D.,191,29.1,24.2-34.0
Some post-H.S.,116,21.3,16.4-26.2
College graduate,53,8.2,5.4-11.1
Puerto Rico,,,
Less than H.S.,143,20.0,16.5-23.6
H.S. or G.E.D.,425,32.7,29.4-35.9
Some post-H.S.,484,41.1,37.7-44.6
College graduate,526,30.0,
