Location,n,Percentage,95% CI
Alabama,,,
Less than H.S.,11,*,
H.S. or G.E.D.,86,13.4,10.3-16.5
Some post-H.S.,150,19.4,16.2-22.7
College graduate,418,35.0,31.8-38.1
Alaska,,,
Less than H.S.,14,*,
H.S. or G.E.D.,167,17.2,14.2-20.1
Some post-H.S.,298,27.5,23.9-31.0
College graduate,695,36.9,34.1-39.8
Arizona,,,
Less than H.S.,9,*,
H.S. or G.E.D.,225,14.6,12.1-17.1
Some post-H.S.,475,20.5,18.2-22.9
College graduate,"1,259",37.6,35.4-39.8
Arkansas,,,
Less than H.S.,9,*,
H.S. or G.E.D.,93,8.3,6.4-10.3
Some post-H.S.,123,12.8,10.4-15.2
College graduate,435,32.3,29.5-35.2
California,,,
Less than H.S.,13,*,
H.S. or G.E.D.,199,15.9,13.3-18.6
Some post-H.S.,455,24.7,22.1-27.3
College graduate,"1,354",34.9,32.5-37.4
Colorado,,,
Less than H.S.,17,8.8,3.8-13.7
H.S. or G.E.D.,190,16.3,13.8-18.9
Some post-H.S.,347,22.7,20.2-25.2
College graduate,"1,307",38.3,36.4-40.2
Connecticut,,,
Less than H.S.,15,*,
H.S. or G.E.D.,262,19.2,16.3-22.2
Some post-H.S.,383,24.6,21.4-27.7
College graduate,"1,434",38.8,36.5-41.1
Delaware,,,
Less than H.S.,6,*,
H.S. or G.E.D.,92,17.3,12.9-21.6
Some post-H.S.,143,23.7,19.3-28.1
College graduate,506,34.9,31.4-38.4
District of Columbia,,,
Less than H.S.,1,*,
H.S. or G.E.D.,19,*,
Some post-H.S.,58,19.6,12.7-26.4
College graduate,653,34.3,31.5-37.2
Florida,,,
Less than H.S.,19,*,
H.S. or G.E.D.,257,11.4,9.0-13.8
Some post-H.S.,484,21.1,17.9-24.4
College graduate,"1,176",31.3,28.4-34.3
Georgia,,,
Less than H.S.,10,*,
H.S. or G.E.D.,166,13.7,11.2-16.1
Some post-H.S.,254,22.5,19.4-25.5
College graduate,905,36.3,33.6-38.9
Hawaii,,,
Less than H.S.,12,*,
H.S. or G.E.D.,210,17.2,14.5-19.9
Some post-H.S.,332,22.8,20.0-25.6
College graduate,"1,002",38.1,35.6-40.6
Idaho,,,
Less than H.S.,19,10.7,5.4-16.1
H.S. or G.E.D.,183,15.1,12.4-17.8
Some post-H.S.,292,21.2,18.4-23.9
College graduate,573,36.2,33.2-39.2
Illinois,,,
Less than H.S.,6,*,
H.S. or G.E.D.,104,12.7,10.0-15.4
Some post-H.S.,192,20.4,17.2-23.5
College graduate,779,37.9,35.4-40.5
Indiana,,,
Less than H.S.,13,*,
H.S. or G.E.D.,268,13.7,11.9-15.5
Some post-H.S.,360,20.4,18.3-22.6
College graduate,"1,097",37.4,35.4-39.4
Iowa,,,
Less than H.S.,17,*,
H.S. or G.E.D.,243,14.2,12.2-16.2
Some post-H.S.,385,20.9,18.7-23.2
College graduate,853,36.9,34.6-39.2
Kansas,,,
Less than H.S.,21,8.1,3.8-12.4
H.S. or G.E.D.,198,11.9,10.0-13.9
Some post-H.S.,426,21.6,19.3-24.0
College graduate,"1,120",36.3,34.3-38.4
Louisiana,,,
Less than H.S.,15,6.7,2.9-10.5
H.S. or G.E.D.,118,12.8,10.2-15.4
Some post-H.S.,190,18.8,15.9-21.7
College graduate,469,32.4,29.4-35.4
Maine,,,
Less than H.S.,15,*,
H.S. or G.E.D.,208,12.3,10.2-14.4
Some post-H.S.,367,17.9,15.8-20.1
College graduate,"1,225",34.5,32.4-36.5
Maryland,,,
Less than H.S.,19,*,
H.S. or G.E.D.,413,17.6,15.1-20.1
Some post-H.S.,651,26.8,24.1-29.4
College graduate,"2,505",40.3,38.4-42.1
Massachusetts,,,
Less than H.S.,14,*,
H.S. or G.E.D.,162,21.4,17.7-25.2
Some post-H.S.,341,26.6,23.4-29.8
College graduate,"1,421",36.2,34.2-38.2
Michigan,,,
Less than H.S.,11,*,
H.S. or G.E.D.,164,11.0,9.1-12.9
Some post-H.S.,339,20.2,17.9-22.6
College graduate,"1,186",36.5,34.4-38.5
Minnesota,,,
Less than H.S.,35,10.3,6.0-14.5
H.S. or G.E.D.,308,15.2,13.1-17.3
Some post-H.S.,701,23.6,21.5-25.6
College graduate,"2,003",35.5,33.9-37.1
Mississippi,,,
Less than H.S.,8,*,
H.S. or G.E.D.,84,12.9,9.8-16.0
Some post-H.S.,151,17.4,14.5-20.4
College graduate,353,31.7,28.4-35.0
Missouri,,,
Less than H.S.,17,11.1,4.9-17.3
H.S. or G.E.D.,159,13.3,10.8-15.8
Some post-H.S.,244,18.0,15.4-20.6
College graduate,612,32.2,29.5-34.9
Montana,,,
Less than H.S.,16,*,
H.S. or G.E.D.,165,14.8,12.4-17.3
Some post-H.S.,272,19.3,16.8-21.8
College graduate,738,32.0,29.8-34.2
Nebraska,,,
Less than H.S.,20,2.9,1.4-4.5
H.S. or G.E.D.,338,13.0,11.4-14.7
Some post-H.S.,586,21.4,19.4-23.4
College graduate,"1,352",37.7,35.7-39.7
Nevada,,,
Less than H.S.,5,*,
H.S. or G.E.D.,80,16.0,11.6-20.3
Some post-H.S.,138,25.7,20.1-31.3
College graduate,292,34.2,29.2-39.2
New Hampshire,,,
Less than H.S.,7,*,
H.S. or G.E.D.,166,22.3,18.6-26.1
Some post-H.S.,240,27.2,23.4-31.0
College graduate,875,38.0,35.4-40.7
New Jersey,,,
Less than H.S.,12,*,
H.S. or G.E.D.,227,18.1,15.3-20.9
Some post-H.S.,345,28.4,24.9-31.9
College graduate,"1,408",38.1,35.9-40.2
New Mexico,,,
Less than H.S.,6,*,
H.S. or G.E.D.,44,8.8,4.7-13.0
Some post-H.S.,88,15.5,11.5-19.5
College graduate,263,27.2,23.3-31.1
New York,,,
Less than H.S.,25,4.6,2.0-7.3
H.S. or G.E.D.,302,13.0,10.9-15.1
Some post-H.S.,608,24.2,21.8-26.5
College graduate,"2,195",33.9,32.2-35.6
North Carolina,,,
Less than H.S.,4,*,
H.S. or G.E.D.,72,14.2,10.3-18.1
Some post-H.S.,128,17.4,13.9-20.9
College graduate,442,34.5,31.3-37.8
North Dakota,,,
Less than H.S.,9,*,
H.S. or G.E.D.,175,20.2,17.1-23.3
Some post-H.S.,291,23.2,20.5-25.9
College graduate,674,37.5,35.0-40.1
Ohio,,,
Less than H.S.,31,10.3,5.6-15.0
H.S. or G.E.D.,359,14.2,12.4-16.1
Some post-H.S.,494,22.1,19.8-24.4
College graduate,"1,408",37.6,35.6-39.6
Oklahoma,,,
Less than H.S.,13,6.4,2.8-10.0
H.S. or G.E.D.,137,10.6,8.7-12.5
Some post-H.S.,273,18.2,16.0-20.4
College graduate,670,32.5,30.2-34.8
Oregon,,,
Less than H.S.,10,*,
H.S. or G.E.D.,133,13.0,10.5-15.5
Some post-H.S.,263,20.2,17.6-22.9
College graduate,789,37.0,34.5-39.5
Rhode Island,,,
Less than H.S.,8,*,
H.S. or G.E.D.,115,13.9,10.7-17.1
Some post-H.S.,232,26.5,22.4-30.5
College graduate,799,38.8,35.9-41.6
South Carolina,,,
Less than H.S.,8,*,
H.S. or G.E.D.,178,10.5,8.5-12.5
Some post-H.S.,326,18.2,16.0-20.5
College graduate,"1,021",35.4,33.2-37.6
South Dakota,,,
Less than H.S.,13,*,
H.S. or G.E.D.,111,11.3,6.7-15.8
Some post-H.S.,224,18.3,13.4-23.2
College graduate,542,34.2,29.3-39.2
Tennessee,,,
Less than H.S.,6,*,
H.S. or G.E.D.,128,12.5,10.0-15.0
Some post-H.S.,186,17.8,15.0-20.6
College graduate,524,33.3,30.3-36.3
Texas,,,
Less than H.S.,16,*,
H.S. or G.E.D.,199,15.5,12.4-18.6
Some post-H.S.,366,21.4,18.1-24.7
College graduate,"1,121",37.2,34.2-40.2
Utah,,,
Less than H.S.,22,7.3,4.1-10.4
H.S. or G.E.D.,386,22.7,20.3-25.2
Some post-H.S.,552,26.2,23.9-28.5
College graduate,"1,407",41.2,39.2-43.2
Vermont,,,
Less than H.S.,12,*,
H.S. or G.E.D.,181,17.4,14.4-20.3
Some post-H.S.,278,24.8,21.5-28.0
College graduate,"1,188",36.2,34.2-38.3
Virginia,,,
Less than H.S.,7,*,
H.S. or G.E.D.,97,10.5,8.0-13.0
Some post-H.S.,234,21.3,18.0-24.7
College graduate,925,38.7,36.0-41.4
Washington,,,
Less than H.S.,51,7.4,5.0-9.9
H.S. or G.E.D.,698,19.6,18.0-21.1
Some post-H.S.,"1,312",25.8,24.4-27.3
College graduate,"3,741",37.6,36.4-38.8
West Virginia,,,
Less than H.S.,4,*,
H.S. or G.E.D.,99,12.4,10.0-14.8
Some post-H.S.,133,15.6,13.0-18.1
College graduate,373,30.6,27.8-33.4
Wisconsin,,,
Less than H.S.,16,5.3,2.4-8.2
H.S. or G.E.D.,229,13.3,11.2-15.3
Some post-H.S.,443,19.9,17.8-21.9
College graduate,"1,172",35.8,33.7-37.9
Wyoming,,,
Less than H.S.,6,*,
H.S. or G.E.D.,90,13.6,10.6-16.6
Some post-H.S.,155,17.6,14.8-20.4
College graduate,433,36.2,33.1-39.3
Guam,,,
Less than H.S.,3,*,
H.S. or G.E.D.,38,6.4,3.9-9.0
Some post-H.S.,54,13.5,8.6-18.3
College graduate,132,26.9,21.0-32.8
Puerto Rico,,,
Less than H.S.,0,***,
H.S. or G.E.D.,3,*,
Some post-H.S.,13,*,
College graduate,107,8.0,6.3-9.7
Virgin Islands,,,
Less than H.S.,3,*,
H.S. or G.E.D.,42,6.3,2.7-9.8
Some post-H.S.,42,10.8,6.0-15.5
College graduate,157,26.0,
