Location,n,Percentage,95% CI
Alabama,,,
Less than H.S.,44,12.4,8.2-16.7
H.S. or G.E.D.,415,31.6,28.6-34.7
Some post-H.S.,642,43.1,40.0-46.1
College graduate,"1,335",73.3,70.9-75.7
Alaska,,,
Less than H.S.,26,30.1,17.2-43.0
H.S. or G.E.D.,272,43.5,37.7-49.3
Some post-H.S.,402,60.0,54.3-65.6
College graduate,800,86.2,83.4-88.9
Arizona,,,
Less than H.S.,38,8.6,3.6-13.5
H.S. or G.E.D.,516,38.8,34.7-42.8
Some post-H.S.,986,49.4,46.1-52.7
College graduate,"1,831",73.5,71.0-76.1
Arkansas,,,
Less than H.S.,34,11.5,6.7-16.4
H.S. or G.E.D.,329,29.0,25.6-32.4
Some post-H.S.,379,37.8,33.8-41.7
College graduate,866,69.4,65.9-72.9
California,,,
Less than H.S.,123,12.3,9.9-14.8
H.S. or G.E.D.,601,39.9,37.1-42.7
Some post-H.S.,"1,145",54.9,52.4-57.4
College graduate,"3,248",82.1,80.7-83.6
Colorado,,,
Less than H.S.,87,26.4,21.2-31.5
H.S. or G.E.D.,604,45.0,42.0-47.9
Some post-H.S.,"1,045",56.1,53.6-58.7
College graduate,"2,853",80.6,79.2-82.1
Connecticut,,,
Less than H.S.,42,14.9,10.1-19.8
H.S. or G.E.D.,624,44.7,41.3-48.0
Some post-H.S.,968,61.9,58.9-64.9
College graduate,"2,911",85.0,83.5-86.5
Delaware,,,
Less than H.S.,31,14.7,8.2-21.1
H.S. or G.E.D.,271,42.1,37.5-46.8
Some post-H.S.,353,57.8,53.1-62.6
College graduate,941,82.7,79.8-85.7
District of Columbia,,,
Less than H.S.,7,*,
H.S. or G.E.D.,67,23.5,17.6-29.5
Some post-H.S.,146,44.1,37.2-50.9
College graduate,"1,173",85.8,83.5-88.2
Florida,,,
Less than H.S.,127,14.4,10.0-18.9
H.S. or G.E.D.,920,32.7,29.2-36.1
Some post-H.S.,"1,531",46.9,43.6-50.1
College graduate,"2,774",70.5,67.6-73.5
Georgia,,,
Less than H.S.,44,13.1,7.9-18.3
H.S. or G.E.D.,381,33.4,29.4-37.3
Some post-H.S.,617,50.2,46.2-54.3
College graduate,"1,483",78.5,75.9-81.1
Hawaii,,,
Less than H.S.,54,27.2,19.7-34.7
H.S. or G.E.D.,585,40.4,37.4-43.4
Some post-H.S.,917,56.4,53.5-59.3
College graduate,"2,120",78.8,77.0-80.6
Idaho,,,
Less than H.S.,44,16.8,10.4-23.1
H.S. or G.E.D.,362,39.9,35.3-44.5
Some post-H.S.,630,46.8,42.8-50.9
College graduate,998,73.3,70.0-76.6
Illinois,,,
Less than H.S.,36,15.6,10.2-21.0
H.S. or G.E.D.,376,39.7,36.3-43.0
Some post-H.S.,615,54.3,51.2-57.4
College graduate,"1,725",81.2,79.4-82.9
Indiana,,,
Less than H.S.,49,15.5,11.1-19.9
H.S. or G.E.D.,623,36.0,33.4-38.6
Some post-H.S.,813,51.0,48.2-53.8
College graduate,"1,768",76.6,74.6-78.6
Iowa,,,
Less than H.S.,61,20.4,15.4-25.5
H.S. or G.E.D.,938,42.8,40.6-45.1
Some post-H.S.,"1,402",57.3,55.1-59.5
College graduate,"2,108",79.7,78.0-81.4
Kansas,,,
Less than H.S.,68,21.5,16.0-27.0
H.S. or G.E.D.,815,40.1,37.6-42.5
Some post-H.S.,"1,374",49.6,47.5-51.8
College graduate,"2,709",77.7,76.2-79.2
Kentucky,,,
Less than H.S.,49,17.6,11.4-23.7
H.S. or G.E.D.,525,40.6,36.8-44.4
Some post-H.S.,735,56.6,52.8-60.5
College graduate,"1,373",78.2,75.2-81.2
Louisiana,,,
Less than H.S.,41,13.2,9.0-17.4
H.S. or G.E.D.,357,33.7,30.3-37.2
Some post-H.S.,420,47.1,43.4-50.9
College graduate,929,73.8,70.9-76.7
Maine,,,
Less than H.S.,36,19.6,12.1-27.0
H.S. or G.E.D.,678,36.6,33.4-39.7
Some post-H.S.,"1,007",51.1,47.9-54.2
College graduate,"2,282",74.8,72.6-77.0
Maryland,,,
Less than H.S.,78,14.4,10.2-18.6
H.S. or G.E.D.,"1,310",46.4,43.8-49.0
Some post-H.S.,"1,813",64.2,61.8-66.6
College graduate,"5,501",86.5,85.3-87.7
Massachusetts,,,
