Location,n,Percentage,95% CI
Alabama,,,
Less than H.S.,61,24.7,17.0-32.3
H.S. or G.E.D.,91,8.3,6.1-10.4
Some post-H.S.,52,4.1,2.8-5.4
College graduate,21,1.0,0.5-1.6
Alaska,,,
Less than H.S.,32,18.9,11.6-26.1
H.S. or G.E.D.,91,6.9,5.0-8.7
Some post-H.S.,61,3.5,2.4-4.6
College graduate,20,0.8,0.4-1.2
Arizona,,,
Less than H.S.,132,22.0,17.3-26.8
H.S. or G.E.D.,167,7.2,5.5-8.9
Some post-H.S.,152,4.1,3.1-5.1
College graduate,80,1.4,0.9-1.9
Arkansas,,,
Less than H.S.,59,19.2,13.7-24.7
H.S. or G.E.D.,145,9.6,7.6-11.5
Some post-H.S.,86,7.0,5.2-8.7
College graduate,27,1.6,0.8-2.3
California,,,
Less than H.S.,200,22.3,18.6-26.0
H.S. or G.E.D.,163,7.4,6.0-8.9
Some post-H.S.,153,4.9,3.7-6.1
College graduate,97,1.9,1.4-2.5
Colorado,,,
Less than H.S.,63,15.4,11.1-19.6
H.S. or G.E.D.,90,5.6,4.2-7.0
Some post-H.S.,89,3.8,2.8-4.8
College graduate,63,1.4,0.9-1.9
Connecticut,,,
Less than H.S.,75,21.1,15.5-26.8
H.S. or G.E.D.,120,6.6,5.0-8.2
Some post-H.S.,74,3.2,2.1-4.3
College graduate,61,1.2,0.8-1.6
Delaware,,,
Less than H.S.,34,20.2,11.2-29.2
H.S. or G.E.D.,66,6.8,4.4-9.2
Some post-H.S.,30,2.2,1.2-3.2
College graduate,26,1.1,0.5-1.7
District of Columbia,,,
Less than H.S.,22,35.3,20.8-49.8
H.S. or G.E.D.,67,20.1,13.0-27.1
Some post-H.S.,23,*,
College graduate,31,1.7,0.9-2.6
Florida,,,
Less than H.S.,135,19.9,13.4-26.3
H.S. or G.E.D.,232,7.8,5.7-9.8
Some post-H.S.,168,5.2,3.6-6.8
College graduate,69,1.3,0.7-1.9
Georgia,,,
Less than H.S.,123,24.0,18.4-29.7
H.S. or G.E.D.,157,7.4,5.8-8.9
Some post-H.S.,79,3.9,2.7-5.0
College graduate,51,1.8,1.1-2.5
Hawaii,,,
Less than H.S.,54,18.5,12.0-25.0
H.S. or G.E.D.,127,4.7,3.6-5.8
Some post-H.S.,106,4.1,2.9-5.4
College graduate,60,0.8,0.5-1.1
Idaho,,,
Less than H.S.,60,15.0,10.3-19.8
H.S. or G.E.D.,123,6.1,4.7-7.5
Some post-H.S.,99,3.6,2.6-4.5
College graduate,40,1.4,0.9-2.0
Illinois,,,
Less than H.S.,91,20.3,15.5-25.2
H.S. or G.E.D.,99,8.0,5.9-10.0
Some post-H.S.,71,6.1,3.7-8.5
College graduate,55,1.9,1.2-2.6
Indiana,,,
Less than H.S.,85,16.3,12.6-20.0
H.S. or G.E.D.,192,5.8,4.9-6.8
Some post-H.S.,126,5.4,4.2-6.5
College graduate,54,1.3,0.9-1.8
Iowa,,,
Less than H.S.,74,12.6,8.9-16.3
H.S. or G.E.D.,168,7.2,5.9-8.6
Some post-H.S.,123,4.7,3.5-5.8
College graduate,50,1.2,0.8-1.7
Kansas,,,
Less than H.S.,40,13.3,8.5-18.1
H.S. or G.E.D.,105,4.4,3.3-5.4
Some post-H.S.,97,3.0,2.3-3.8
College graduate,33,0.9,0.5-1.3
Louisiana,,,
Less than H.S.,108,31.2,24.6-37.9
H.S. or G.E.D.,131,9.6,7.4-11.9
Some post-H.S.,80,4.8,3.6-6.1
College graduate,30,1.5,0.9-2.2
Maine,,,
Less than H.S.,69,18.1,12.1-24.1
H.S. or G.E.D.,252,7.9,6.5-9.3
Some post-H.S.,146,4.6,3.5-5.7
College graduate,83,1.1,0.8-1.4
Maryland,,,
Less than H.S.,139,17.1,13.4-20.8
H.S. or G.E.D.,210,5.4,4.1-6.8
Some post-H.S.,111,3.3,2.3-4.4
College graduate,86,1.2,0.8-1.6
Massachusetts,,,
Less than H.S.,77,18.2,13.1-23.3
H.S. or G.E.D.,105,6.3,4.6-8.0
Some post-H.S.,96,4.2,3.1-5.4
College graduate,71,1.1,0.8-1.5
Michigan,,,
Less than H.S.,67,20.0,14.6-25.4
H.S. or G.E.D.,165,8.1,6.4-9.7
Some post-H.S.,138,5.0,3.9-6.1
College graduate,69,1.9,1.3-2.4
Minnesota,,,
Less than H.S.,99,20.9,16.0-25.8
H.S. or G.E.D.,167,5.2,4.0-6.4
Some post-H.S.,154,3.2,2.5-4.0
College graduate,91,1.4,0.9-1.9
Mississippi,,,
Less than H.S.,48,18.7,12.8-24.6
H.S. or G.E.D.,93,9.9,7.6-12.2
Some post-H.S.,62,4.7,3.3-6.1
College graduate,19,1.1,0.5-1.7
Missouri,,,
Less than H.S.,88,23.6,17.9-29.2
H.S. or G.E.D.,185,8.1,6.5-9.7
Some post-H.S.,100,5.4,4.0-6.9
College graduate,46,1.7,1.0-2.4
Montana,,,
Less than H.S.,52,19.3,13.4-25.2
H.S. or G.E.D.,138,8.9,7.1-10.7
Some post-H.S.,109,5.0,3.8-6.3
College graduate,58,1.8,1.2-2.4
Nebraska,,,
Less than H.S.,114,15.6,12.0-19.3
H.S. or G.E.D.,223,5.9,4.8-6.9
Some post-H.S.,173,4.0,3.2-4.9
College graduate,60,1.2,0.8-1.6
Nevada,,,
Less than H.S.,6,*,
H.S. or G.E.D.,21,2.5,1.1-4.0
Some post-H.S.,29,3.5,1.8-5.1
College graduate,13,*,
New Hampshire,,,
Less than H.S.,30,23.2,13.4-33.0
H.S. or G.E.D.,89,5.5,3.8-7.2
Some post-H.S.,41,3.0,1.4-4.6
College graduate,29,1.0,0.5-1.6
New Jersey,,,
Less than H.S.,90,25.3,19.5-31.1
H.S. or G.E.D.,106,6.8,5.0-8.6
Some post-H.S.,61,4.2,2.4-5.9
College graduate,56,1.2,0.8-1.6
New Mexico,,,
Less than H.S.,50,18.1,12.3-23.9
H.S. or G.E.D.,67,7.8,4.7-10.9
Some post-H.S.,63,6.6,4.4-8.9
College graduate,29,1.7,0.9-2.5
New York,,,
Less than H.S.,275,23.3,20.1-26.4
H.S. or G.E.D.,356,10.4,8.9-11.9
Some post-H.S.,195,5.2,4.3-6.2
College graduate,158,1.9,1.5-2.3
North Carolina,,,
Less than H.S.,31,11.6,6.5-16.7
H.S. or G.E.D.,46,5.7,3.5-7.8
Some post-H.S.,48,4.3,2.7-5.9
College graduate,36,2.3,1.4-3.2
North Dakota,,,
Less than H.S.,12,*,
H.S. or G.E.D.,56,4.6,3.0-6.2
Some post-H.S.,52,3.5,2.3-4.7
College graduate,28,1.9,1.0-2.7
Ohio,,,
Less than H.S.,96,17.7,12.9-22.6
H.S. or G.E.D.,275,7.1,5.9-8.3
Some post-H.S.,134,4.0,3.0-5.0
College graduate,58,1.4,0.9-1.9
Oklahoma,,,
Less than H.S.,57,18.4,13.3-23.5
H.S. or G.E.D.,93,6.2,4.8-7.7
Some post-H.S.,89,5.3,4.0-6.5
College graduate,37,1.4,0.9-1.9
Oregon,,,
Less than H.S.,40,14.6,9.6-19.7
H.S. or G.E.D.,80,5.9,4.2-7.6
Some post-H.S.,120,6.2,4.7-7.6
College graduate,51,1.6,1.0-2.2
Rhode Island,,,
Less than H.S.,56,16.0,10.4-21.5
H.S. or G.E.D.,84,7.6,5.6-9.6
Some post-H.S.,57,4.3,2.7-6.0
College graduate,35,1.1,0.6-1.6
South Carolina,,,
Less than H.S.,110,24.8,19.5-30.1
H.S. or G.E.D.,178,6.6,5.3-7.9
