Location,n,Percentage,95% CI
Alabama,,,
Less than H.S.,62,21.7,15.2-28.1
H.S. or G.E.D.,137,12.5,9.9-15.1
Some post-H.S.,98,7.0,5.2-8.8
College graduate,34,2.4,1.4-3.3
Alaska,,,
Less than H.S.,27,16.4,9.6-23.3
H.S. or G.E.D.,136,10.2,8.0-12.3
Some post-H.S.,98,5.4,4.1-6.7
College graduate,48,2.3,1.4-3.1
Arizona,,,
Less than H.S.,138,23.7,18.5-28.9
H.S. or G.E.D.,297,12.0,9.8-14.2
Some post-H.S.,356,9.0,7.5-10.4
College graduate,159,2.9,2.3-3.6
Arkansas,,,
Less than H.S.,93,28.5,22.0-35.1
H.S. or G.E.D.,263,16.8,14.3-19.2
Some post-H.S.,165,12.1,9.9-14.3
College graduate,60,3.0,2.0-3.9
California,,,
Less than H.S.,263,30.2,26.3-34.1
H.S. or G.E.D.,279,14.5,12.3-16.7
Some post-H.S.,280,8.6,7.1-10.1
College graduate,180,2.9,2.1-3.6
Colorado,,,
Less than H.S.,82,19.0,14.5-23.5
H.S. or G.E.D.,160,9.9,8.1-11.8
Some post-H.S.,153,8.0,6.3-9.7
College graduate,106,2.0,1.5-2.6
Connecticut,,,
Less than H.S.,108,30.5,23.3-37.7
H.S. or G.E.D.,182,9.9,7.9-12.0
Some post-H.S.,128,6.1,4.5-7.7
College graduate,88,2.3,1.4-3.1
Delaware,,,
Less than H.S.,54,30.1,20.6-39.7
H.S. or G.E.D.,125,13.2,9.9-16.5
Some post-H.S.,71,7.8,5.0-10.6
College graduate,35,2.3,1.1-3.5
District of Columbia,,,
Less than H.S.,20,28.3,15.1-41.5
H.S. or G.E.D.,51,12.6,8.2-17.1
Some post-H.S.,48,11.8,7.1-16.5
College graduate,39,1.5,0.9-2.1
Florida,,,
Less than H.S.,181,25.4,18.5-32.3
H.S. or G.E.D.,509,16.4,13.6-19.2
Some post-H.S.,306,8.2,6.3-10.0
College graduate,175,4.1,2.9-5.3
Georgia,,,
Less than H.S.,103,22.0,16.5-27.5
