Location,n,Percentage,95% CI
Alabama,,,
Less than H.S.,72,26.6,18.3-34.8
H.S. or G.E.D.,195,18.7,15.5-22.0
Some post-H.S.,160,11.3,9.0-13.7
College graduate,41,2.2,1.3-3.0
Alaska,,,
Less than H.S.,43,24.4,15.5-33.3
H.S. or G.E.D.,129,9.5,7.3-11.7
Some post-H.S.,122,6.5,5.0-8.0
College graduate,54,2.4,1.4-3.5
Arizona,,,
Less than H.S.,115,23.3,17.6-29.0
H.S. or G.E.D.,265,13.8,11.2-16.3
Some post-H.S.,308,8.4,7.0-9.8
College graduate,158,3.4,2.6-4.3
Arkansas,,,
Less than H.S.,74,29.4,22.5-36.4
H.S. or G.E.D.,294,20.9,18.1-23.7
Some post-H.S.,179,12.4,10.1-14.8
College graduate,69,3.9,2.7-5.0
California,,,
Less than H.S.,142,24.1,19.7-28.4
H.S. or G.E.D.,248,12.8,10.8-14.8
Some post-H.S.,204,7.8,6.4-9.3
College graduate,158,2.9,2.2-3.6
Colorado,,,
Less than H.S.,111,28.9,22.4-35.3
H.S. or G.E.D.,178,11.1,9.1-13.1
Some post-H.S.,187,8.5,7.1-10.0
College graduate,124,2.3,1.8-2.8
Connecticut,,,
Less than H.S.,84,24.4,18.1-30.7
H.S. or G.E.D.,219,13.7,11.1-16.2
Some post-H.S.,187,9.3,7.5-11.1
College graduate,106,2.6,1.9-3.4
Delaware,,,
Less than H.S.,68,31.8,23.4-40.2
H.S. or G.E.D.,103,11.0,8.2-13.9
Some post-H.S.,75,6.5,4.6-8.5
College graduate,42,2.1,1.3-2.9
District of Columbia,,,
Less than H.S.,24,26.4,15.0-37.8
H.S. or G.E.D.,66,16.5,11.7-21.2
Some post-H.S.,38,8.4,5.1-11.7
College graduate,39,2.1,1.2-3.0
Florida,,,
Less than H.S.,179,30.2,22.9-37.5
H.S. or G.E.D.,443,15.6,12.8-18.5
Some post-H.S.,389,11.4,9.0-13.8
College graduate,167,3.0,2.3-3.8
Georgia,,,
Less than H.S.,139,27.5,22.0-33.0
H.S. or G.E.D.,324,13.5,11.4-15.5
Some post-H.S.,248,11.3,9.3-13.3
College graduate,107,2.8,2.0-3.5
Hawaii,,,
Less than H.S.,46,23.9,16.3-31.5
H.S. or G.E.D.,243,12.0,10.0-13.9
Some post-H.S.,195,7.8,6.2-9.3
College graduate,144,2.9,2.2-3.6
Idaho,,,
Less than H.S.,54,17.9,12.6-23.3
H.S. or G.E.D.,171,11.1,9.2-13.0
Some post-H.S.,146,7.4,6.1-8.8
College graduate,86,3.9,2.9-4.8
Illinois,,,
Less than H.S.,81,25.7,19.3-32.0
H.S. or G.E.D.,153,17.4,13.7-21.0
Some post-H.S.,107,9.6,7.4-11.8
College graduate,60,2.9,2.0-3.8
Indiana,,,
Less than H.S.,130,25.2,20.6-29.8
H.S. or G.E.D.,382,13.9,12.3-15.6
Some post-H.S.,243,9.0,7.6-10.5
College graduate,126,3.3,2.5-4.0
Iowa,,,
Less than H.S.,119,18.9,14.5-23.3
H.S. or G.E.D.,316,11.9,10.3-13.6
Some post-H.S.,202,7.8,6.5-9.2
College graduate,107,3.2,2.4-4.0
Kansas,,,
Less than H.S.,78,24.0,18.1-29.9
H.S. or G.E.D.,296,11.1,9.5-12.7
Some post-H.S.,261,7.1,5.9-8.2
College graduate,143,3.0,2.3-3.6
Kentucky,,,
Less than H.S.,69,28.3,20.6-36.0
H.S. or G.E.D.,175,17.0,13.7-20.3
Some post-H.S.,99,6.6,4.9-8.4
College graduate,41,4.6,2.6-6.6
Louisiana,,,
Less than H.S.,99,33.4,26.8-40.0
H.S. or G.E.D.,257,16.5,14.1-18.9
Some post-H.S.,174,11.2,9.3-13.2
College graduate,88,3.5,2.6-4.4
Maine,,,
Less than H.S.,65,29.1,20.7-37.5
H.S. or G.E.D.,343,14.8,12.4-17.2
Some post-H.S.,306,10.0,8.5-11.5
College graduate,169,2.9,2.3-3.6
Maryland,,,
Less than H.S.,216,29.3,24.3-34.2
H.S. or G.E.D.,447,11.5,9.8-13.2
Some post-H.S.,268,7.1,5.8-8.4
College graduate,168,2.1,1.5-2.7
Massachusetts,,,
Less than H.S.,91,19.4,14.8-24.0
H.S. or G.E.D.,200,12.2,9.9-14.4
Some post-H.S.,161,7.1,5.7-8.4
College graduate,140,2.6,1.9-3.2
Michigan,,,
Less than H.S.,59,19.4,13.8-25.0
H.S. or G.E.D.,296,15.0,12.9-17.0
Some post-H.S.,240,9.6,8.1-11.0
College graduate,124,2.7,2.2-3.3
Minnesota,,,
Less than H.S.,94,19.2,14.9-23.4
H.S. or G.E.D.,275,9.2,7.7-10.6
Some post-H.S.,316,6.7,5.8-7.6
College graduate,201,2.5,2.0-3.0
Mississippi,,,
Less than H.S.,96,29.0,22.6-35.4
H.S. or G.E.D.,177,17.7,14.6-20.8
Some post-H.S.,145,10.8,8.7-12.9
College graduate,61,4.7,3.4-6.1
Missouri,,,
Less than H.S.,76,19.4,13.6-25.2
H.S. or G.E.D.,243,11.2,9.4-13.0
Some post-H.S.,172,8.0,6.4-9.7
College graduate,83,3.2,2.3-4.1
Montana,,,
Less than H.S.,33,15.5,9.0-22.0
H.S. or G.E.D.,213,12.4,10.4-14.3
Some post-H.S.,215,10.6,9.0-12.3
College graduate,128,4.6,3.6-5.6
Nebraska,,,
Less than H.S.,92,17.3,12.9-21.7
H.S. or G.E.D.,296,13.5,11.3-15.7
Some post-H.S.,211,7.1,5.8-8.3
College graduate,94,3.6,2.6-4.6
Nevada,,,
Less than H.S.,38,18.4,11.7-25.2
H.S. or G.E.D.,97,13.1,9.6-16.7
Some post-H.S.,72,9.0,6.1-11.9
College graduate,43,4.8,2.6-7.0
New Hampshire,,,
Less than H.S.,41,21.9,14.0-29.8
H.S. or G.E.D.,192,12.6,9.7-15.4
Some post-H.S.,126,6.2,4.5-7.8
College graduate,88,2.5,1.5-3.4
New Jersey,,,
Less than H.S.,85,27.6,21.5-33.7
H.S. or G.E.D.,170,16.0,12.6-19.4
Some post-H.S.,111,6.3,4.8-7.8
College graduate,99,2.5,1.8-3.1
New Mexico,,,
Less than H.S.,101,29.1,23.0-35.3
H.S. or G.E.D.,179,17.0,13.8-20.2
Some post-H.S.,139,9.9,7.8-12.1
College graduate,86,4.7,3.4-6.0
New York,,,
Less than H.S.,264,29.0,25.2-32.9
H.S. or G.E.D.,520,16.0,14.1-17.8
Some post-H.S.,342,8.8,7.6-10.1
College graduate,280,4.1,3.3-4.8
North Carolina,,,
Less than H.S.,71,26.5,18.4-34.6
H.S. or G.E.D.,153,17.3,14.0-20.7
Some post-H.S.,99,8.0,6.1-9.9
College graduate,55,3.3,2.2-4.4
North Dakota,,,
Less than H.S.,30,18.0,9.8-26.2
H.S. or G.E.D.,102,9.9,7.7-12.2
Some post-H.S.,93,7.3,5.5-9.0
College graduate,52,3.4,2.2-4.6
Ohio,,,
Less than H.S.,136,20.3,15.8-24.8
H.S. or G.E.D.,629,12.1,10.8-13.4
Some post-H.S.,459,9.3,8.0-10.5
College graduate,198,2.8,2.3-3.4
Oklahoma,,,
Less than H.S.,85,26.3,20.6-31.9
H.S. or G.E.D.,192,14.3,12.1-16.6
Some post-H.S.,185,10.7,9.0-12.5
College graduate,59,3.3,2.3-4.3
Oregon,,,
Less than H.S.,66,27.1,20.1-34.1
H.S. or G.E.D.,139,11.8,9.5-14.0
Some post-H.S.,151,10.0,8.1-11.8
College graduate,84,4.1,2.8-5.3
Pennsylvania,,,
Less than H.S.,37,27.5,15.0-40.0
H.S. or G.E.D.,153,12.5,9.7-15.2
Some post-H.S.,101,8.1,6.2-10.0
College graduate,59,2.7,1.8-3.6
Rhode Island,,,
Less than H.S.,95,33.3,26.4-40.2
H.S. or G.E.D.,156,14.0,11.2-16.8
Some post-H.S.,133,11.2,8.7-13.7
College graduate,61,2.3,1.5-3.0
South Carolina,,,
Less than H.S.,127,29.1,23.6-34.6
H.S. or G.E.D.,389,16.1,13.9-18.3
Some post-H.S.,246,10.6,8.8-12.4
College graduate,115,2.8,2.0-3.5
South Dakota,,,
Less than H.S.,52,13.1,5.9-20.2
H.S. or G.E.D.,204,10.0,6.4-13.6
Some post-H.S.,181,8.1,4.9-11.3
College graduate,95,3.7,2.0-5.4
Tennessee,,,
Less than H.S.,77,26.7,20.1-33.4
H.S. or G.E.D.,217,15.1,12.6-17.6
Some post-H.S.,155,11.5,9.2-13.7
College graduate,69,3.7,2.5-4.9
Texas,,,
Less than H.S.,261,25.8,21.3-30.4
H.S. or G.E.D.,448,15.5,13.1-17.9
Some post-H.S.,343,9.1,7.0-11.3
College graduate,166,2.3,1.8-2.9
Utah,,,
Less than H.S.,60,18.8,13.7-23.9
H.S. or G.E.D.,142,5.7,4.4-7.0
Some post-H.S.,118,4.4,3.4-5.3
College graduate,63,1.6,1.1-2.1
Vermont,,,
Less than H.S.,35,19.8,12.1-27.5
H.S. or G.E.D.,196,10.8,8.8-12.7
Some post-H.S.,147,8.5,6.6-10.4
College graduate,132,3.3,2.5-4.1
Virginia,,,
Less than H.S.,101,25.5,19.7-31.4
H.S. or G.E.D.,255,12.3,10.2-14.4
Some post-H.S.,188,7.6,6.1-9.2
College graduate,111,1.9,1.4-2.4
Washington,,,
Less than H.S.,195,22.0,18.5-25.5
H.S. or G.E.D.,496,10.8,9.6-12.0
Some post-H.S.,496,6.8,6.0-7.6
College graduate,260,2.1,1.7-2.4
West Virginia,,,
Less than H.S.,90,29.0,23.1-35.0
H.S. or G.E.D.,244,14.7,12.6-16.9
Some post-H.S.,139,10.7,8.5-12.9
College graduate,77,5.1,3.6-6.5
Wisconsin,,,
Less than H.S.,77,20.3,15.3-25.3
H.S. or G.E.D.,340,11.9,10.3-13.6
