Location,n,Percentage,95% CI
Alabama,,,
Less than H.S.,53,23.3,16.0-30.5
H.S. or G.E.D.,180,19.2,15.6-22.8
Some post-H.S.,175,15.2,12.3-18.2
College graduate,79,5.4,4.0-6.7
Alaska,,,
Less than H.S.,31,15.9,9.3-22.5
H.S. or G.E.D.,182,16.7,13.8-19.7
Some post-H.S.,146,9.0,7.1-10.9
College graduate,95,3.7,2.7-4.6
Arizona,,,
Less than H.S.,96,24.5,18.2-30.7
H.S. or G.E.D.,331,19.5,16.6-22.3
Some post-H.S.,445,15.2,13.1-17.3
College graduate,274,6.1,4.9-7.3
Arkansas,,,
Less than H.S.,50,21.9,15.6-28.1
H.S. or G.E.D.,241,17.2,14.5-19.9
Some post-H.S.,196,16.5,13.7-19.2
College graduate,95,5.8,4.3-7.4
California,,,
Less than H.S.,102,19.4,15.1-23.8
H.S. or G.E.D.,267,16.2,13.8-18.7
Some post-H.S.,309,12.8,10.9-14.6
College graduate,281,5.9,4.9-6.9
Colorado,,,
Less than H.S.,93,21.6,16.9-26.4
H.S. or G.E.D.,227,15.4,13.1-17.6
Some post-H.S.,239,11.3,9.6-13.0
College graduate,192,4.0,3.4-4.7
Connecticut,,,
Less than H.S.,83,21.4,15.4-27.4
H.S. or G.E.D.,227,16.0,13.3-18.8
Some post-H.S.,198,10.8,8.8-12.9
College graduate,177,4.3,3.3-5.2
Delaware,,,
Less than H.S.,34,21.9,13.1-30.7
H.S. or G.E.D.,160,17.7,14.4-21.0
Some post-H.S.,105,10.9,8.3-13.5
College graduate,88,5.7,3.6-7.7
District of Columbia,,,
Less than H.S.,20,31.5,17.8-45.2
H.S. or G.E.D.,71,19.6,13.8-25.3
Some post-H.S.,52,14.3,9.4-19.2
College graduate,70,3.3,2.3-4.3
Florida,,,
Less than H.S.,105,18.1,11.6-24.7
H.S. or G.E.D.,511,17.7,15.0-20.4
Some post-H.S.,462,13.3,11.1-15.5
College graduate,288,6.6,5.3-8.0
Georgia,,,
Less than H.S.,73,15.3,10.9-19.8
H.S. or G.E.D.,348,20.4,17.5-23.3
Some post-H.S.,285,13.7,11.5-15.9
College graduate,192,5.1,3.9-6.3
Hawaii,,,
Less than H.S.,28,17.5,10.3-24.7
H.S. or G.E.D.,253,13.3,11.2-15.4
Some post-H.S.,241,10.2,8.6-11.9
College graduate,187,5.1,4.0-6.2
Idaho,,,
Less than H.S.,83,30.6,23.5-37.6
H.S. or G.E.D.,310,22.4,19.8-25.0
Some post-H.S.,300,16.4,14.3-18.4
College graduate,181,8.2,6.8-9.6
Illinois,,,
Less than H.S.,73,25.6,18.8-32.5
H.S. or G.E.D.,141,16.0,13.0-19.1
Some post-H.S.,113,11.3,8.3-14.2
College graduate,100,5.5,4.2-6.8
Indiana,,,
Less than H.S.,74,16.5,12.6-20.3
H.S. or G.E.D.,436,16.3,14.6-18.0
Some post-H.S.,305,11.8,10.3-13.3
College graduate,193,5.2,4.3-6.0
Iowa,,,
Less than H.S.,119,26.9,21.2-32.5
H.S. or G.E.D.,376,16.5,14.4-18.6
Some post-H.S.,284,11.1,9.5-12.7
College graduate,155,5.2,4.1-6.3
Kansas,,,
Less than H.S.,49,12.9,8.7-17.1
H.S. or G.E.D.,431,17.6,15.4-19.7
Some post-H.S.,392,12.8,11.2-14.4
College graduate,250,5.3,4.4-6.1
Kentucky,,,
Less than H.S.,51,20.9,14.5-27.2
H.S. or G.E.D.,205,23.6,19.7-27.5
Some post-H.S.,145,12.2,9.6-14.8
College graduate,77,7.2,5.0-9.3
Louisiana,,,
Less than H.S.,41,13.9,9.3-18.5
H.S. or G.E.D.,250,19.7,17.0-22.5
Some post-H.S.,220,16.1,13.5-18.7
College graduate,124,6.2,4.8-7.5
Maine,,,
Less than H.S.,64,19.1,13.0-25.3
H.S. or G.E.D.,394,19.4,16.7-22.0
Some post-H.S.,386,15.5,13.5-17.4
College graduate,295,5.2,4.4-6.0
Maryland,,,
Less than H.S.,152,23.4,19.0-27.9
