Location,n,Percentage,95% CI
Alabama,,,
Less than H.S.,24,9.6,4.8-14.4
H.S. or G.E.D.,133,15.0,11.6-18.4
Some post-H.S.,182,14.6,12.1-17.1
College graduate,137,8.8,6.8-10.7
Alaska,,,
Less than H.S.,23,9.9,5.3-14.4
H.S. or G.E.D.,171,14.5,11.8-17.2
Some post-H.S.,215,13.5,11.1-15.9
College graduate,172,8.1,6.5-9.8
Arizona,,,
Less than H.S.,51,11.8,6.9-16.8
H.S. or G.E.D.,295,18.0,15.0-21.0
Some post-H.S.,446,14.4,12.4-16.4
College graduate,430,9.8,8.2-11.4
Arkansas,,,
Less than H.S.,39,17.4,11.2-23.5
H.S. or G.E.D.,216,17.3,14.5-20.0
Some post-H.S.,198,17.8,14.9-20.6
College graduate,176,10.8,8.9-12.7
California,,,
Less than H.S.,58,13.6,9.3-17.9
H.S. or G.E.D.,248,16.4,14.0-18.9
Some post-H.S.,324,15.2,13.2-17.3
College graduate,303,5.7,4.9-6.6
Colorado,,,
Less than H.S.,48,15.0,10.3-19.7
H.S. or G.E.D.,259,20.3,17.5-23.1
Some post-H.S.,294,15.4,13.2-17.6
College graduate,300,6.6,5.7-7.5
Connecticut,,,
Less than H.S.,38,10.5,6.3-14.6
H.S. or G.E.D.,214,13.1,10.3-15.8
Some post-H.S.,226,13.7,11.4-15.9
College graduate,234,5.5,4.4-6.5
Delaware,,,
Less than H.S.,14,*,
H.S. or G.E.D.,155,18.4,14.8-22.0
Some post-H.S.,132,15.7,12.3-19.1
College graduate,121,7.7,5.3-10.0
District of Columbia,,,
Less than H.S.,6,*,
H.S. or G.E.D.,44,14.1,9.2-19.0
Some post-H.S.,48,11.0,7.3-14.8
College graduate,84,4.6,3.0-6.1
Florida,,,
Less than H.S.,72,9.2,5.2-13.2
H.S. or G.E.D.,470,18.1,14.9-21.2
Some post-H.S.,490,15.5,13.0-18.0
College graduate,467,9.3,7.5-11.0
Georgia,,,
Less than H.S.,58,12.3,8.4-16.1
H.S. or G.E.D.,260,16.8,14.1-19.5
Some post-H.S.,341,15.4,13.2-17.6
College graduate,297,7.7,6.5-8.9
Hawaii,,,
Less than H.S.,23,12.1,5.9-18.2
H.S. or G.E.D.,271,16.1,13.8-18.4
Some post-H.S.,266,13.5,11.5-15.6
College graduate,273,7.9,6.6-9.1
Idaho,,,
Less than H.S.,37,14.9,9.8-20.0
H.S. or G.E.D.,221,18.0,15.6-20.5
Some post-H.S.,283,17.4,15.2-19.5
College graduate,232,10.6,9.1-12.2
Illinois,,,
Less than H.S.,19,8.6,3.9-13.3
H.S. or G.E.D.,95,13.8,10.5-17.0
Some post-H.S.,131,14.0,11.2-16.8
College graduate,99,5.4,4.1-6.6
Indiana,,,
Less than H.S.,66,14.8,11.0-18.7
H.S. or G.E.D.,417,19.6,17.5-21.7
Some post-H.S.,352,15.0,13.2-16.8
College graduate,306,8.1,7.0-9.2
Iowa,,,
Less than H.S.,89,14.7,11.0-18.4
H.S. or G.E.D.,409,17.7,15.6-19.8
Some post-H.S.,380,17.3,15.2-19.3
College graduate,270,9.2,7.9-10.5
Kansas,,,
Less than H.S.,53,17.9,12.3-23.5
H.S. or G.E.D.,431,18.2,16.0-20.4
Some post-H.S.,515,16.7,14.9-18.6
College graduate,453,8.9,7.8-10.0
Kentucky,,,
Less than H.S.,21,9.5,4.6-14.3
H.S. or G.E.D.,155,17.8,14.2-21.4
Some post-H.S.,147,18.8,15.2-22.4
College graduate,114,9.5,7.1-11.9
Louisiana,,,
Less than H.S.,27,9.6,5.5-13.7
H.S. or G.E.D.,186,14.5,12.0-17.0
Some post-H.S.,186,13.3,11.0-15.6
College graduate,209,10.7,9.0-12.4
Maine,,,
Less than H.S.,28,11.6,6.0-17.3
H.S. or G.E.D.,392,19.7,17.3-22.0
Some post-H.S.,369,16.2,14.1-18.2
College graduate,528,11.8,10.3-13.3
Maryland,,,
Less than H.S.,105,17.1,12.9-21.4
H.S. or G.E.D.,477,14.9,12.8-16.9
Some post-H.S.,390,13.5,11.5-15.6
College graduate,438,5.6,4.7-6.5
Massachusetts,,,
Less than H.S.,63,17.7,12.4-23.0
H.S. or G.E.D.,256,16.4,13.9-18.9
Some post-H.S.,246,11.8,9.9-13.7
College graduate,357,6.8,5.9-7.8
Michigan,,,
Less than H.S.,38,17.3,11.0-23.6
H.S. or G.E.D.,361,18.9,16.8-21.1
Some post-H.S.,357,14.6,12.9-16.3
College graduate,343,8.6,7.6-9.7
Minnesota,,,
Less than H.S.,76,19.4,14.4-24.3
H.S. or G.E.D.,464,17.5,15.6-19.5
Some post-H.S.,639,14.4,13.0-15.7
College graduate,568,7.7,6.9-8.5
Mississippi,,,
Less than H.S.,32,9.6,6.0-13.3
