Location,n,Percentage,95% CI
Alabama,,,
Less than H.S.,37,10.1,6.1-14.2
H.S. or G.E.D.,210,12.1,10.1-14.2
Some post-H.S.,202,12.4,10.3-14.5
College graduate,118,5.7,4.4-7.0
Alaska,,,
Less than H.S.,6,*,
H.S. or G.E.D.,74,13.6,9.1-18.1
Some post-H.S.,65,10.6,6.5-14.7
College graduate,31,2.9,1.4-4.5
Arizona,,,
Less than H.S.,64,18.4,12.4-24.5
H.S. or G.E.D.,237,13.9,11.1-16.7
Some post-H.S.,306,10.7,8.6-12.7
College graduate,182,5.1,3.9-6.3
Arkansas,,,
Less than H.S.,41,13.9,8.6-19.2
H.S. or G.E.D.,227,15.4,12.8-18.1
Some post-H.S.,173,13.3,10.7-16.0
College graduate,111,8.3,5.9-10.8
California,,,
Less than H.S.,225,16.6,14.1-19.2
H.S. or G.E.D.,221,11.6,9.9-13.4
Some post-H.S.,254,8.8,7.5-10.1
College graduate,177,3.1,2.4-3.7
Colorado,,,
Less than H.S.,66,15.9,11.9-19.9
H.S. or G.E.D.,185,11.6,9.8-13.5
Some post-H.S.,226,9.2,7.8-10.6
College graduate,193,4.3,3.6-5.1
Connecticut,,,
Less than H.S.,38,11.3,7.0-15.6
H.S. or G.E.D.,215,13.3,11.0-15.5
Some post-H.S.,195,9.3,7.6-10.9
College graduate,133,2.8,2.1-3.4
Delaware,,,
Less than H.S.,36,12.5,6.7-18.3
H.S. or G.E.D.,104,11.8,9.1-14.6
Some post-H.S.,95,10.2,7.5-12.9
College graduate,60,3.4,2.3-4.5
District of Columbia,,,
Less than H.S.,14,20.7,8.7-32.8
H.S. or G.E.D.,54,16.3,11.3-21.4
Some post-H.S.,39,10.1,6.2-14.0
College graduate,41,1.9,1.1-2.8
Florida,,,
Less than H.S.,152,12.8,9.2-16.4
H.S. or G.E.D.,576,14.3,11.9-16.7
Some post-H.S.,586,14.3,11.9-16.8
College graduate,338,8.3,6.2-10.5
Georgia,,,
Less than H.S.,83,10.3,7.4-13.2
H.S. or G.E.D.,221,13.8,11.2-16.4
Some post-H.S.,205,10.3,8.1-12.6
College graduate,125,5.5,4.1-7.0
Hawaii,,,
Less than H.S.,38,15.4,9.6-21.3
H.S. or G.E.D.,244,12.9,11.0-14.8
Some post-H.S.,183,8.5,6.9-10.1
College graduate,172,4.5,3.6-5.3
Idaho,,,
Less than H.S.,46,20.4,13.0-27.8
H.S. or G.E.D.,169,14.1,11.1-17.1
Some post-H.S.,191,13.0,10.4-15.7
College graduate,115,5.3,3.6-7.1
Illinois,,,
Less than H.S.,48,14.7,10.3-19.1
H.S. or G.E.D.,161,14.2,11.9-16.6
Some post-H.S.,134,9.1,7.3-10.8
College graduate,107,3.9,3.1-4.8
Indiana,,,
Less than H.S.,67,14.4,10.6-18.3
H.S. or G.E.D.,293,13.0,11.2-14.8
Some post-H.S.,241,11.1,9.4-12.8
College graduate,160,5.0,4.0-5.9
Iowa,,,
Less than H.S.,59,13.7,10.1-17.3
H.S. or G.E.D.,341,13.2,11.7-14.8
Some post-H.S.,256,9.3,8.0-10.6
College graduate,142,4.5,3.7-5.3
Kansas,,,
Less than H.S.,57,15.2,11.0-19.5
H.S. or G.E.D.,339,13.6,12.0-15.3
Some post-H.S.,359,11.0,9.7-12.3
College graduate,240,5.1,4.4-5.9
Kentucky,,,
Less than H.S.,38,10.8,6.2-15.3
H.S. or G.E.D.,202,14.1,11.3-17.0
Some post-H.S.,204,12.5,10.0-15.0
College graduate,105,4.2,2.9-5.6
Louisiana,,,
Less than H.S.,24,7.3,3.9-10.8
H.S. or G.E.D.,145,11.6,9.5-13.7
Some post-H.S.,114,9.7,7.7-11.7
College graduate,83,5.4,3.9-6.9
Maine,,,
Less than H.S.,39,13.5,6.8-20.3
H.S. or G.E.D.,393,14.6,12.5-16.8
Some post-H.S.,337,12.5,10.5-14.5
College graduate,271,5.7,4.5-6.9
Maryland,,,
Less than H.S.,90,12.6,9.0-16.2
H.S. or G.E.D.,421,9.8,8.4-11.3
Some post-H.S.,309,7.6,6.3-8.9
College graduate,268,2.6,2.2-3.1
Massachusetts,,,
Less than H.S.,29,9.5,5.2-13.8
H.S. or G.E.D.,128,9.4,7.4-11.4
Some post-H.S.,126,7.5,5.9-9.1
College graduate,123,3.4,2.6-4.2
Michigan,,,
Less than H.S.,41,12.5,7.9-17.1
H.S. or G.E.D.,300,13.0,11.3-14.8
Some post-H.S.,374,11.7,10.3-13.2
College graduate,208,4.5,3.7-5.2
Minnesota,,,
Less than H.S.,79,15.3,11.7-19.0
H.S. or G.E.D.,375,12.0,10.6-13.4
Some post-H.S.,429,9.5,8.5-10.5
College graduate,270,3.6,3.1-4.1
Mississippi,,,
Less than H.S.,38,8.7,5.4-11.9
H.S. or G.E.D.,161,14.2,11.5-16.9
Some post-H.S.,173,13.6,11.2-16.1
College graduate,108,7.5,5.8-9.3
Missouri,,,
Less than H.S.,37,11.1,6.9-15.3
H.S. or G.E.D.,242,13.8,11.4-16.1
Some post-H.S.,226,11.6,9.6-13.5
College graduate,133,5.4,4.2-6.6
Montana,,,
Less than H.S.,33,11.6,7.0-16.3
H.S. or G.E.D.,211,13.8,11.7-15.8
Some post-H.S.,229,12.5,10.7-14.4
College graduate,154,6.7,5.5-8.0
Nebraska,,,
Less than H.S.,138,19.0,15.1-22.9
H.S. or G.E.D.,653,14.2,12.8-15.7
Some post-H.S.,530,10.6,9.4-11.9
College graduate,278,4.8,4.0-5.5
Nevada,,,
Less than H.S.,25,16.3,9.2-23.4
H.S. or G.E.D.,71,13.4,9.6-17.1
Some post-H.S.,90,12.1,8.5-15.7
College graduate,46,3.9,2.4-5.3
New Hampshire,,,
Less than H.S.,22,9.5,4.7-14.2
H.S. or G.E.D.,158,11.6,9.2-13.9
Some post-H.S.,139,9.1,7.1-11.1
College graduate,108,3.8,2.8-4.8
New Mexico,,,
