Location,n,Percentage,95% CI
Alabama,,,
Less than H.S.,22,13.1,7.3-18.8
H.S. or G.E.D.,191,28.0,24.2-32.0
Some post-H.S.,322,35.9,32.2-39.7
College graduate,510,38.8,35.7-42.0
Alaska,,,
Less than H.S.,29,22.3,13.0-31.5
H.S. or G.E.D.,320,29.0,24.8-33.1
Some post-H.S.,475,37.0,33.2-40.8
College graduate,708,36.4,33.2-39.5
Arizona,,,
Less than H.S.,41,9.8,6.4-13.3
H.S. or G.E.D.,442,27.6,24.8-30.5
Some post-H.S.,880,32.2,29.9-34.5
College graduate,"1,274",34.2,32.1-36.3
Arkansas,,,
Less than H.S.,17,*,
H.S. or G.E.D.,265,23.9,20.6-27.3
Some post-H.S.,344,31.5,27.8-35.2
College graduate,554,37.4,33.8-41.1
California,,,
Less than H.S.,80,12.4,9.5-15.3
H.S. or G.E.D.,223,25.7,21.9-29.4
Some post-H.S.,378,28.3,25.2-31.5
College graduate,718,24.9,22.6-27.1
Colorado,,,
Less than H.S.,62,15.2,11.0-19.3
H.S. or G.E.D.,440,30.4,27.8-33.1
Some post-H.S.,714,34.2,31.8-36.5
College graduate,"1,414",31.8,30.1-33.4
Connecticut,,,
Less than H.S.,40,17.3,11.1-23.6
H.S. or G.E.D.,385,29.7,26.4-33.0
Some post-H.S.,498,33.5,30.3-36.7
College graduate,964,28.3,26.3-30.3
Delaware,,,
Less than H.S.,15,13.5,5.7-21.4
H.S. or G.E.D.,184,26.6,22.3-30.9
Some post-H.S.,279,36.0,31.6-40.4
College graduate,457,36.7,33.3-40.2
District of Columbia,,,
Less than H.S.,7,*,
H.S. or G.E.D.,50,14.7,9.8-19.7
Some post-H.S.,80,30.3,22.8-37.7
College graduate,444,26.7,24.1-29.4
Georgia,,,
Less than H.S.,41,12.7,7.7-17.7
H.S. or G.E.D.,330,25.6,22.2-28.9
Some post-H.S.,537,35.8,32.2-39.4
College graduate,930,37.0,34.2-39.8
Hawaii,,,
Less than H.S.,32,23.6,14.9-32.2
H.S. or G.E.D.,454,29.9,27.0-32.9
Some post-H.S.,644,35.8,32.9-38.8
College graduate,"1,017",31.8,29.6-34.0
Idaho,,,
Less than H.S.,25,12.0,6.8-17.1
H.S. or G.E.D.,341,29.3,26.3-32.3
Some post-H.S.,554,33.1,30.4-35.7
College graduate,750,37.3,34.8-39.8
Illinois,,,
Less than H.S.,4,*,
H.S. or G.E.D.,118,27.1,22.3-32.0
Some post-H.S.,206,39.0,34.2-43.7
College graduate,375,29.2,26.2-32.1
Indiana,,,
Less than H.S.,51,16.0,11.5-20.5
H.S. or G.E.D.,552,29.9,27.5-32.2
Some post-H.S.,643,35.6,33.1-38.0
College graduate,"1,154",37.8,35.9-39.8
Iowa,,,
Less than H.S.,71,19.1,13.5-24.7
H.S. or G.E.D.,663,32.5,30.0-35.0
Some post-H.S.,867,38.9,36.3-41.4
College graduate,"1,063",38.2,36.0-40.5
Kansas,,,
Less than H.S.,91,20.8,16.2-25.3
H.S. or G.E.D.,"1,009",32.0,30.0-33.9
Some post-H.S.,"1,606",36.9,35.2-38.5
College graduate,"2,331",36.5,35.1-37.9
Kentucky,,,
Less than H.S.,28,12.5,6.6-18.4
H.S. or G.E.D.,299,28.1,24.8-31.5
Some post-H.S.,352,32.1,28.5-35.7
College graduate,486,37.4,34.0-40.8
Louisiana,,,
Less than H.S.,31,13.6,8.2-19.0
H.S. or G.E.D.,250,26.6,23.1-30.2
Some post-H.S.,311,27.0,23.8-30.1
College graduate,534,31.0,28.2-33.8
Maine,,,
Less than H.S.,27,15.8,8.0-23.5
H.S. or G.E.D.,574,31.0,28.2-33.8
Some post-H.S.,861,37.1,34.4-39.8
College graduate,"1,565",39.2,37.1-41.4
Maryland,,,
Less than H.S.,61,13.0,9.1-16.9
H.S. or G.E.D.,744,30.0,27.4-32.7
Some post-H.S.,916,34.4,31.8-37.0
College graduate,"1,859",28.8,27.2-30.4
Massachusetts,,,
Less than H.S.,25,16.6,9.7-23.5
H.S. or G.E.D.,267,29.4,25.7-33.1
Some post-H.S.,392,32.2,29.1-35.4
College graduate,849,27.0,25.0-28.9
Michigan,,,
Less than H.S.,39,21.8,15.1-28.4
