Location,n,Percentage,95% CI
Alabama,,,
Less than H.S.,38,13.9,8.4-19.4
H.S. or G.E.D.,183,19.5,15.9-23.1
Some post-H.S.,169,13.9,11.4-16.4
College graduate,105,7.5,5.6-9.4
Alaska,,,
Less than H.S.,27,14.9,8.3-21.6
H.S. or G.E.D.,186,19.4,15.7-23.1
Some post-H.S.,157,10.9,8.7-13.0
College graduate,98,4.6,3.2-6.0
Arizona,,,
Less than H.S.,101,20.6,16.2-25.1
H.S. or G.E.D.,341,18.6,16.1-21.0
Some post-H.S.,491,15.6,13.8-17.4
College graduate,273,6.2,5.2-7.2
Arkansas,,,
Less than H.S.,61,23.4,15.8-30.9
H.S. or G.E.D.,240,19.4,16.1-22.6
Some post-H.S.,187,16.6,13.4-19.8
College graduate,129,9.1,6.7-11.5
California,,,
Less than H.S.,107,14.0,11.1-16.9
H.S. or G.E.D.,145,12.7,10.3-15.2
Some post-H.S.,178,11.1,9.1-13.1
College graduate,122,3.4,2.6-4.2
Colorado,,,
Less than H.S.,135,28.1,23.5-32.7
H.S. or G.E.D.,310,18.4,16.2-20.7
Some post-H.S.,298,13.1,11.4-14.8
College graduate,248,4.9,4.2-5.6
Connecticut,,,
Less than H.S.,50,18.1,12.3-24.0
H.S. or G.E.D.,230,15.0,12.6-17.4
Some post-H.S.,206,13.6,11.2-16.1
College graduate,138,4.3,3.2-5.3
Delaware,,,
Less than H.S.,40,20.1,12.9-27.2
H.S. or G.E.D.,156,19.5,15.8-23.1
Some post-H.S.,111,12.8,9.9-15.7
College graduate,66,3.5,2.5-4.6
District of Columbia,,,
Less than H.S.,15,17.6,8.2-27.0
H.S. or G.E.D.,69,20.9,14.7-27.0
Some post-H.S.,37,9.4,5.8-13.0
College graduate,63,2.5,1.7-3.3
Georgia,,,
Less than H.S.,90,22.1,16.7-27.4
H.S. or G.E.D.,305,17.8,15.1-20.5
Some post-H.S.,269,15.4,12.6-18.1
College graduate,168,5.1,4.0-6.1
Hawaii,,,
Less than H.S.,32,18.2,11.0-25.3
H.S. or G.E.D.,288,15.0,12.9-17.1
Some post-H.S.,240,11.0,9.1-12.8
College graduate,205,4.9,4.0-5.8
Idaho,,,
Less than H.S.,96,28.6,22.5-34.6
H.S. or G.E.D.,342,22.7,20.0-25.3
Some post-H.S.,360,17.4,15.4-19.4
College graduate,204,8.2,6.9-9.5
Illinois,,,
Less than H.S.,15,27.0,13.5-40.6
H.S. or G.E.D.,102,18.4,14.6-22.2
Some post-H.S.,86,12.4,9.4-15.3
College graduate,95,5.4,4.2-6.7
Indiana,,,
Less than H.S.,79,19.0,14.7-23.4
H.S. or G.E.D.,402,18.3,16.3-20.3
Some post-H.S.,314,14.3,12.6-16.1
College graduate,205,5.3,4.5-6.2
Iowa,,,
Less than H.S.,93,15.9,11.5-20.3
H.S. or G.E.D.,422,16.4,14.4-18.4
Some post-H.S.,285,12.0,10.3-13.6
College graduate,164,4.8,3.9-5.8
Kansas,,,
Less than H.S.,86,19.3,15.0-23.6
H.S. or G.E.D.,666,18.2,16.6-19.8
Some post-H.S.,693,14.5,13.3-15.7
College graduate,394,5.4,4.7-6.0
Kentucky,,,
Less than H.S.,49,14.9,9.7-20.0
H.S. or G.E.D.,239,18.2,15.4-21.0
Some post-H.S.,191,15.0,12.3-17.8
College graduate,106,6.1,4.6-7.6
Louisiana,,,
Less than H.S.,43,15.7,10.4-21.0
H.S. or G.E.D.,186,16.5,13.8-19.2
Some post-H.S.,173,15.2,12.6-17.8
College graduate,119,7.2,5.4-8.9
Maine,,,
Less than H.S.,59,18.7,12.8-24.6
H.S. or G.E.D.,435,18.2,16.0-20.5
Some post-H.S.,382,13.7,11.8-15.6
College graduate,372,7.4,6.3-8.5
Maryland,,,
Less than H.S.,122,20.6,16.2-24.9
H.S. or G.E.D.,501,16.0,14.1-17.9
Some post-H.S.,356,10.7,9.2-12.3
College graduate,258,3.6,2.8-4.3
Massachusetts,,,
Less than H.S.,37,16.1,9.5-22.8
H.S. or G.E.D.,151,14.5,11.6-17.4
Some post-H.S.,159,11.2,9.2-13.3
College graduate,148,4.2,3.4-5.1
Michigan,,,
Less than H.S.,46,18.8,12.9-24.6
H.S. or G.E.D.,373,19.5,17.3-21.7
Some post-H.S.,341,15.4,13.6-17.3
College graduate,189,5.0,4.2-5.8
Minnesota,,,
Less than H.S.,78,19.4,14.9-23.8
H.S. or G.E.D.,449,16.7,15.0-18.4
Some post-H.S.,525,12.4,11.2-13.6
College graduate,370,4.8,4.3-5.4
Mississippi,,,
Less than H.S.,71,25.1,19.0-31.2
H.S. or G.E.D.,214,21.9,18.5-25.3
Some post-H.S.,191,18.3,15.4-21.2
College graduate,121,9.0,7.0-10.9
Missouri,,,
Less than H.S.,78,14.1,9.9-18.3
H.S. or G.E.D.,412,13.2,11.2-15.1
Some post-H.S.,340,10.8,9.1-12.5
College graduate,195,4.2,3.3-5.2
Montana,,,
Less than H.S.,42,25.8,17.5-34.1
H.S. or G.E.D.,223,17.1,14.5-19.7
Some post-H.S.,248,14.5,12.4-16.7
College graduate,179,7.3,6.0-8.5
Nebraska,,,
Less than H.S.,125,22.2,17.6-26.8
H.S. or G.E.D.,647,17.7,15.9-19.4
Some post-H.S.,571,13.3,11.9-14.7
College graduate,284,5.3,4.4-6.1
Nevada,,,
Less than H.S.,25,26.2,15.8-36.6
H.S. or G.E.D.,131,22.6,18.2-27.0
Some post-H.S.,94,13.0,9.5-16.6
College graduate,53,6.3,3.8-8.7
New Hampshire,,,
Less than H.S.,36,18.2,11.2-25.2
H.S. or G.E.D.,201,13.4,11.0-15.9
Some post-H.S.,182,10.2,8.3-12.2
College graduate,140,4.4,3.4-5.4
New Jersey,,,
Less than H.S.,77,20.9,16.0-25.8
H.S. or G.E.D.,227,16.6,14.0-19.1
Some post-H.S.,182,11.2,9.1-13.4
College graduate,158,4.7,3.7-5.6
New Mexico,,,
Less than H.S.,125,26.4,21.3-31.6
H.S. or G.E.D.,357,24.9,21.8-28.0
Some post-H.S.,273,17.1,14.6-19.7
College graduate,172,6.8,5.5-8.1
New York,,,
Less than H.S.,344,17.8,15.1-20.5
H.S. or G.E.D.,"1,656",19.2,17.6-20.7
Some post-H.S.,"1,189",13.8,12.4-15.2
College graduate,913,6.2,5.5-6.9
North Carolina,,,
Less than H.S.,62,21.4,14.7-28.1
H.S. or G.E.D.,174,19.2,16.0-22.5
Some post-H.S.,156,14.2,11.7-16.7
College graduate,113,6.2,5.0-7.5
North Dakota,,,
Less than H.S.,42,21.4,13.8-28.9
H.S. or G.E.D.,188,13.8,11.3-16.3
Some post-H.S.,169,10.4,8.4-12.4
College graduate,126,6.0,4.5-7.4
Ohio,,,
Less than H.S.,109,20.3,15.3-25.2
H.S. or G.E.D.,731,18.7,16.9-20.4
Some post-H.S.,488,12.4,10.9-13.9
College graduate,321,6.3,5.3-7.2
Oklahoma,,,
Less than H.S.,44,18.9,12.9-24.9
H.S. or G.E.D.,223,20.1,17.2-23.1
Some post-H.S.,198,14.0,11.7-16.3
College graduate,124,7.8,6.2-9.5
Oregon,,,
Less than H.S.,19,12.0,6.1-17.9
H.S. or G.E.D.,123,16.2,13.2-19.2
Some post-H.S.,213,16.1,13.8-18.5
College graduate,166,9.4,7.8-11.0
Pennsylvania,,,
Less than H.S.,37,22.4,14.6-30.2
H.S. or G.E.D.,255,17.4,14.9-19.8
Some post-H.S.,176,13.7,11.3-16.0
College graduate,124,3.8,3.0-4.5
Rhode Island,,,
Less than H.S.,51,22.9,16.1-29.8
H.S. or G.E.D.,170,16.1,13.3-18.9
Some post-H.S.,181,13.9,11.6-16.1
College graduate,113,4.1,3.2-5.0
South Carolina,,,
Less than H.S.,104,25.1,19.7-30.6
H.S. or G.E.D.,366,18.0,15.6-20.4
Some post-H.S.,347,16.3,14.0-18.6
College graduate,228,6.2,5.1-7.4
South Dakota,,,
Less than H.S.,55,37.4,18.6-56.1
H.S. or G.E.D.,308,14.9,11.7-18.2
Some post-H.S.,282,12.4,9.1-15.6
College graduate,173,7.3,4.5-10.1
Tennessee,,,
Less than H.S.,37,15.3,9.7-20.9
H.S. or G.E.D.,204,19.2,16.2-22.1
Some post-H.S.,185,15.8,13.2-18.5
College graduate,98,6.0,4.6-7.4
Texas,,,
Less than H.S.,147,26.0,20.4-31.6
H.S. or G.E.D.,377,18.7,15.9-21.5
