Location,n,Percentage,95% CI
Alabama,,,
Less than H.S.,43,13.5,9.1-17.8
H.S. or G.E.D.,230,15.3,12.9-17.7
Some post-H.S.,269,16.1,13.9-18.3
College graduate,263,12.4,10.6-14.2
Alaska,,,
Less than H.S.,10,*,
H.S. or G.E.D.,95,18.5,13.6-23.4
Some post-H.S.,93,12.3,9.0-15.6
College graduate,81,6.1,4.3-7.8
Arizona,,,
Less than H.S.,44,12.1,7.3-16.9
H.S. or G.E.D.,289,16.8,13.8-19.8
Some post-H.S.,380,15.6,13.2-18.0
College graduate,385,12.0,10.1-13.9
Arkansas,,,
Less than H.S.,20,11.4,5.2-17.7
H.S. or G.E.D.,185,15.5,12.7-18.3
Some post-H.S.,174,16.7,13.5-19.9
College graduate,201,11.8,9.4-14.1
California,,,
Less than H.S.,149,11.2,9.3-13.2
H.S. or G.E.D.,234,12.9,11.1-14.7
Some post-H.S.,359,13.4,11.8-15.0
College graduate,330,6.5,5.5-7.4
Colorado,,,
Less than H.S.,43,12.9,8.8-16.9
H.S. or G.E.D.,223,13.3,11.3-15.2
Some post-H.S.,307,13.9,12.1-15.7
College graduate,371,8.6,7.6-9.7
Connecticut,,,
Less than H.S.,37,11.9,7.8-16.0
H.S. or G.E.D.,236,15.6,13.1-18.1
Some post-H.S.,249,13.1,11.1-15.1
College graduate,278,6.5,5.5-7.5
Delaware,,,
Less than H.S.,26,15.0,7.4-22.6
H.S. or G.E.D.,123,17.1,13.4-20.8
Some post-H.S.,121,13.0,10.0-16.1
College graduate,132,9.7,7.1-12.3
District of Columbia,,,
Less than H.S.,7,*,
H.S. or G.E.D.,49,13.3,9.0-17.6
Some post-H.S.,53,15.1,9.8-20.4
College graduate,88,6.0,4.4-7.7
Florida,,,
Less than H.S.,100,9.4,6.4-12.3
H.S. or G.E.D.,583,15.8,13.4-18.1
Some post-H.S.,651,13.8,11.8-15.8
College graduate,601,9.9,8.4-11.5
Georgia,,,
Less than H.S.,41,7.4,4.3-10.4
H.S. or G.E.D.,213,15.7,12.8-18.6
Some post-H.S.,251,15.3,12.5-18.0
College graduate,230,8.4,6.5-10.3
Hawaii,,,
Less than H.S.,21,11.6,6.0-17.2
H.S. or G.E.D.,253,16.0,13.8-18.3
Some post-H.S.,284,15.5,13.4-17.7
College graduate,342,9.4,8.1-10.7
Idaho,,,
Less than H.S.,34,15.2,8.7-21.6
H.S. or G.E.D.,216,18.4,15.0-21.7
Some post-H.S.,253,17.4,14.3-20.5
College graduate,221,12.9,10.4-15.3
Illinois,,,
Less than H.S.,24,9.0,4.8-13.1
H.S. or G.E.D.,176,17.0,14.2-19.8
Some post-H.S.,206,15.6,13.4-17.8
College graduate,195,8.1,6.8-9.3
Indiana,,,
Less than H.S.,43,10.8,7.2-14.3
H.S. or G.E.D.,371,17.9,15.9-19.9
Some post-H.S.,296,14.7,12.8-16.7
College graduate,304,11.1,9.6-12.6
Iowa,,,
Less than H.S.,51,11.9,8.5-15.3
H.S. or G.E.D.,435,17.5,15.8-19.2
Some post-H.S.,389,14.5,13.0-16.1
College graduate,293,9.7,8.4-10.9
Kansas,,,
Less than H.S.,38,9.7,6.2-13.1
H.S. or G.E.D.,388,16.9,15.1-18.8
Some post-H.S.,531,17.7,16.1-19.3
College graduate,480,11.3,10.1-12.4
Kentucky,,,
Less than H.S.,19,4.5,1.9-7.1
H.S. or G.E.D.,239,17.6,14.6-20.5
Some post-H.S.,226,12.6,10.3-14.9
College graduate,225,10.9,8.4-13.3
Louisiana,,,
Less than H.S.,23,7.2,3.9-10.5
H.S. or G.E.D.,133,12.1,9.6-14.6
Some post-H.S.,165,15.5,12.9-18.2
College graduate,168,12.3,10.1-14.4
Maine,,,
Less than H.S.,27,10.6,4.7-16.5
H.S. or G.E.D.,371,16.2,13.9-18.6
Some post-H.S.,442,16.5,14.4-18.7
College graduate,474,11.5,9.9-13.2
Maryland,,,
Less than H.S.,66,10.9,7.4-14.3
H.S. or G.E.D.,559,16.4,14.5-18.3
Some post-H.S.,448,12.6,10.9-14.2
College graduate,504,5.9,5.1-6.7
Massachusetts,,,
Less than H.S.,28,12.7,7.6-17.8
H.S. or G.E.D.,179,15.3,12.9-17.7
Some post-H.S.,202,15.2,12.7-17.7
College graduate,306,7.9,6.8-9.1
Michigan,,,
Less than H.S.,27,11.0,6.4-15.5
H.S. or G.E.D.,363,16.4,14.5-18.4
Some post-H.S.,461,15.3,13.6-16.9
College graduate,369,8.4,7.4-9.5
Minnesota,,,
Less than H.S.,41,8.8,5.9-11.7
H.S. or G.E.D.,492,16.6,15.0-18.1
Some post-H.S.,695,16.9,15.5-18.3
College graduate,570,8.3,7.5-9.1
Mississippi,,,
Less than H.S.,34,9.3,5.2-13.4
H.S. or G.E.D.,149,13.0,10.4-15.5
Some post-H.S.,205,18.4,15.5-21.2
College graduate,190,13.4,11.2-15.7
Missouri,,,
Less than H.S.,31,11.7,6.4-16.9
H.S. or G.E.D.,307,17.9,15.4-20.5
Some post-H.S.,263,16.8,14.4-19.3
College graduate,266,12.2,10.3-14.1
Montana,,,
Less than H.S.,31,14.9,9.3-20.4
H.S. or G.E.D.,252,16.5,14.3-18.7
Some post-H.S.,291,15.5,13.5-17.5
College graduate,306,13.5,11.8-15.2
Nebraska,,,
Less than H.S.,93,11.7,8.6-14.8
H.S. or G.E.D.,781,18.8,17.0-20.5
Some post-H.S.,802,18.1,16.5-19.7
College graduate,603,10.6,9.4-11.7
Nevada,,,
Less than H.S.,26,13.3,7.4-19.3
H.S. or G.E.D.,78,15.0,11.1-19.0
Some post-H.S.,120,16.9,13.4-20.4
College graduate,95,10.7,8.0-13.5
New Hampshire,,,
Less than H.S.,29,15.8,8.6-23.0
H.S. or G.E.D.,200,17.1,14.1-20.1
Some post-H.S.,192,13.7,11.3-16.1
College graduate,234,8.1,6.7-9.5
New Mexico,,,
Less than H.S.,37,7.9,4.5-11.4
H.S. or G.E.D.,193,15.7,12.9-18.6
Some post-H.S.,238,17.6,14.7-20.5
College graduate,262,11.7,9.8-13.6
New York,,,
Less than H.S.,50,8.6,5.4-11.8
H.S. or G.E.D.,394,13.2,11.5-15.0
Some post-H.S.,394,13.1,11.4-14.9
College graduate,472,7.3,6.3-8.3
North Carolina,,,
Less than H.S.,24,9.4,5.5-13.3
H.S. or G.E.D.,126,16.9,13.8-20.0
Some post-H.S.,168,16.0,13.4-18.5
College graduate,160,11.1,9.3-13.0
North Dakota,,,
Less than H.S.,19,14.4,6.5-22.3
H.S. or G.E.D.,255,20.4,17.1-23.6
Some post-H.S.,268,15.9,13.4-18.4
College graduate,224,9.3,7.6-11.0
Ohio,,,
Less than H.S.,58,14.3,9.4-19.2
H.S. or G.E.D.,615,17.7,15.8-19.6
Some post-H.S.,525,17.0,15.0-19.1
College graduate,444,9.6,8.2-10.9
Oklahoma,,,
Less than H.S.,36,10.8,7.1-14.5
H.S. or G.E.D.,238,17.9,15.3-20.4
Some post-H.S.,252,14.9,12.8-17.0
College graduate,230,11.9,10.1-13.7
Oregon,,,
Less than H.S.,33,14.3,9.2-19.3
H.S. or G.E.D.,166,16.4,13.7-19.1
Some post-H.S.,251,15.8,13.7-17.9
College graduate,240,11.3,9.7-12.9
Pennsylvania,,,
Less than H.S.,24,11.9,6.9-16.9
H.S. or G.E.D.,251,17.5,15.2-19.8
Some post-H.S.,218,16.5,14.1-18.9
College graduate,233,7.4,6.3-8.5
Rhode Island,,,
Less than H.S.,25,12.6,6.4-18.8
H.S. or G.E.D.,151,14.8,11.7-17.8
Some post-H.S.,186,15.8,12.9-18.7
College graduate,204,7.7,6.1-9.2
South Carolina,,,
Less than H.S.,31,8.2,4.9-11.5
H.S. or G.E.D.,227,15.9,13.5-18.3
Some post-H.S.,251,14.7,12.5-16.9
College graduate,252,10.0,8.5-11.5
South Dakota,,,
Less than H.S.,24,*,
H.S. or G.E.D.,257,17.1,13.3-20.8
Some post-H.S.,300,16.5,13.2-19.8
College graduate,294,14.4,11.4-17.4
Tennessee,,,
Less than H.S.,26,7.1,3.5-10.7
H.S. or G.E.D.,252,17.6,15.0-20.2
Some post-H.S.,248,18.2,15.4-21.0
College graduate,228,11.6,9.6-13.6
Texas,,,
Less than H.S.,65,6.7,3.7-9.7
H.S. or G.E.D.,321,12.8,10.3-15.3
Some post-H.S.,408,15.1,12.7-17.5
College graduate,416,8.4,7.0-9.9
Utah,,,
Less than H.S.,60,18.6,13.6-23.6
H.S. or G.E.D.,350,15.8,13.9-17.7
Some post-H.S.,500,15.0,13.4-16.5
College graduate,397,8.6,7.6-9.6
Vermont,,,
Less than H.S.,15,15.2,6.6-23.8
H.S. or G.E.D.,209,16.9,13.5-20.3
Some post-H.S.,205,15.8,12.7-18.9
College graduate,287,11.4,9.1-13.6
Virginia,,,
Less than H.S.,38,9.6,5.9-13.2
H.S. or G.E.D.,301,17.3,14.8-19.8
Some post-H.S.,345,14.6,12.6-16.5
College graduate,360,7.7,6.6-8.8
Washington,,,
Less than H.S.,78,15.1,11.2-19.0
H.S. or G.E.D.,400,17.0,15.0-19.0
Some post-H.S.,525,14.0,12.5-15.4
College graduate,519,9.0,8.0-10.0
West Virginia,,,
Less than H.S.,32,9.8,5.4-14.2
H.S. or G.E.D.,258,15.9,13.7-18.2
Some post-H.S.,200,16.7,14.0-19.3
College graduate,212,14.1,11.8-16.5
Wisconsin,,,
Less than H.S.,17,10.1,4.8-15.5
H.S. or G.E.D.,244,19.9,17.0-22.9
Some post-H.S.,188,14.4,11.8-16.9
College graduate,185,9.2,7.5-10.9
Wyoming,,,
Less than H.S.,22,14.0,6.8-21.2
H.S. or G.E.D.,166,17.2,13.9-20.6
Some post-H.S.,225,14.5,11.8-17.1
College graduate,177,11.1,8.7-13.4
Guam,,,
Less than H.S.,4,*,
H.S. or G.E.D.,104,16.7,12.7-20.7
Some post-H.S.,75,18.5,13.9-23.1
College graduate,100,14.6,11.0-18.3
Puerto Rico,,,
Less than H.S.,5,*,
H.S. or G.E.D.,40,3.8,2.5-5.1
Some post-H.S.,76,6.1,4.6-7.7
College graduate,240,14.3,12.3-16.2
