Location,n,Percentage,95% CI
Alabama,,,
Less than H.S.,30,10.4,5.8-15.1
H.S. or G.E.D.,178,15.1,12.5-17.6
Some post-H.S.,185,16.4,13.6-19.1
College graduate,179,10.3,8.6-12.1
Alaska,,,
Less than H.S.,13,*,
H.S. or G.E.D.,118,14.7,10.9-18.5
Some post-H.S.,124,11.6,9.0-14.4
College graduate,97,6.4,4.5-8.3
Arizona,,,
Less than H.S.,49,11.0,7.4-14.5
H.S. or G.E.D.,306,18.3,15.6-20.9
Some post-H.S.,475,17.2,15.2-19.2
College graduate,371,10.1,8.7-11.5
Arkansas,,,
Less than H.S.,35,9.4,5.7-13.2
H.S. or G.E.D.,213,16.4,13.6-19.1
Some post-H.S.,198,17.4,14.3-20.6
College graduate,185,12.2,9.7-14.7
California,,,
Less than H.S.,48,13.5,9.1-17.8
H.S. or G.E.D.,97,13.3,10.3-16.4
Some post-H.S.,136,10.2,8.0-12.4
College graduate,148,6.4,5.0-7.8
Colorado,,,
Less than H.S.,55,14.1,10.1-18.0
H.S. or G.E.D.,261,16.6,14.4-18.8
Some post-H.S.,347,15.2,13.4-16.9
College graduate,375,7.9,7.0-8.8
Connecticut,,,
Less than H.S.,35,9.0,5.2-12.8
H.S. or G.E.D.,239,14.4,11.9-16.8
Some post-H.S.,255,14.1,11.7-16.6
College graduate,244,6.5,5.3-7.7
Delaware,,,
Less than H.S.,18,10.7,5.0-16.4
H.S. or G.E.D.,133,13.7,10.8-16.7
Some post-H.S.,121,14.2,11.1-17.3
College graduate,119,8.6,6.4-10.9
District of Columbia,,,
Less than H.S.,6,*,
H.S. or G.E.D.,39,11.0,6.8-15.2
Some post-H.S.,67,15.8,11.0-20.6
College graduate,97,4.5,3.3-5.7
Florida,,,
Less than H.S.,66,6.7,3.6-9.8
H.S. or G.E.D.,399,13.5,10.9-16.1
Some post-H.S.,469,16.2,13.5-18.8
College graduate,439,12.1,9.8-14.5
Georgia,,,
Less than H.S.,48,7.4,4.6-10.2
H.S. or G.E.D.,315,16.1,13.4-18.8
Some post-H.S.,324,16.0,13.4-18.6
College graduate,270,9.2,7.6-10.9
Hawaii,,,
Less than H.S.,23,11.4,6.1-16.7
H.S. or G.E.D.,289,16.8,14.5-19.1
Some post-H.S.,304,15.0,12.9-17.0
College graduate,289,7.6,6.5-8.7
Idaho,,,
Less than H.S.,24,12.7,6.4-19.0
H.S. or G.E.D.,208,14.9,12.2-17.5
Some post-H.S.,289,16.4,13.9-18.8
College graduate,231,11.8,9.7-13.9
Illinois,,,
Less than H.S.,9,*,
H.S. or G.E.D.,117,16.8,13.5-20.2
Some post-H.S.,111,15.0,11.9-18.1
College graduate,119,8.6,6.8-10.4
Indiana,,,
Less than H.S.,40,11.2,7.6-14.9
H.S. or G.E.D.,333,16.1,14.3-18.0
Some post-H.S.,334,17.3,15.2-19.3
College graduate,307,11.6,10.2-13.1
Iowa,,,
Less than H.S.,50,14.9,10.6-19.2
H.S. or G.E.D.,444,19.1,17.2-21.0
Some post-H.S.,416,16.2,14.5-17.9
College graduate,317,10.0,8.7-11.2
Kansas,,,
Less than H.S.,40,15.4,10.3-20.6
H.S. or G.E.D.,378,18.1,16.0-20.2
Some post-H.S.,471,16.1,14.4-17.8
College graduate,461,11.0,9.9-12.2
Kentucky,,,
Less than H.S.,16,*,
H.S. or G.E.D.,141,13.7,11.1-16.3
Some post-H.S.,133,13.1,10.6-15.6
College graduate,134,11.0,8.8-13.2
